Instance,IsCarbonAware,MaxMakeSpan,MinMakeSpan,SlackCoeff,Makespan,CarbonConsumption(g),EnergyConsumption(kWh),CarbonSavings(%),EnergySavings(%)
19,True,100,100,1.0,100,33333.0,236.0,21.93,4.45
19,True,150,100,1.5,143,12930.75,234.75,69.71,4.96
19,True,200,100,2.0,200,12733.5,240.25,70.18,2.73
20,True,102,102,1.0,102,42118.0,345.5,39.66,1.57
20,True,153,102,1.5,141,21156.25,347.0,69.69,1.14
20,True,204,102,2.0,204,20020.25,344.25,71.32,1.92
21,True,99,99,1.0,99,56421.5,254.25,14.9,3.14
21,True,149,99,1.5,132,20709.75,256.25,68.76,2.38
21,True,198,99,2.0,198,17919.25,263.0,72.97,-0.19
22,True,111,111,1.0,111,42821.0,257.75,18.14,-1.08
22,True,167,111,1.5,154,25577.0,253.75,51.1,0.49
22,True,222,111,2.0,222,14829.0,258.5,71.65,-1.37
23,True,86,86,1.0,86,70599.0,324.0,4.9,0.08
23,True,129,86,1.5,129,25296.5,313.75,65.92,3.24
23,True,172,86,2.0,144,26741.0,315.75,63.98,2.62
24,True,105,105,1.0,105,38420.25,271.75,35.48,0.91
24,True,158,105,1.5,158,18764.5,269.75,68.49,1.64
24,True,210,105,2.0,210,15620.0,274.25,73.77,0.0
25,True,98,98,1.0,98,61929.25,270.75,24.63,2.17
25,True,147,98,1.5,147,21173.5,270.0,74.23,2.44
25,True,196,98,2.0,196,15960.5,265.5,80.58,4.07
26,True,105,105,1.0,105,57066.5,240.5,24.99,3.12
26,True,158,105,1.5,158,17678.75,242.0,76.76,2.52
26,True,210,105,2.0,210,13060.0,243.25,82.83,2.01
27,True,100,100,1.0,100,17012.25,206.25,29.86,4.4
27,True,150,100,1.5,150,11876.25,203.75,51.04,5.56
27,True,200,100,2.0,156,11846.5,205.25,51.16,4.87
28,True,117,117,1.0,117,31352.25,353.5,21.59,1.67
28,True,176,117,1.5,176,26619.25,350.5,33.42,2.5
28,True,234,117,2.0,208,25728.75,353.75,35.65,1.6
29,True,83,83,1.0,83,36651.75,255.5,14.82,4.49
29,True,125,83,1.5,125,16763.25,250.5,61.04,6.36
29,True,166,83,2.0,166,16910.5,250.0,60.7,6.54
30,True,94,94,1.0,94,24225.25,242.5,35.91,1.52
30,True,141,94,1.5,141,20807.0,238.0,44.95,3.35
30,True,188,94,2.0,188,17933.5,244.5,52.56,0.71
31,True,89,89,1.0,89,42419.25,312.25,11.66,0.87
31,True,134,89,1.5,134,31086.25,303.75,35.26,3.57
31,True,178,89,2.0,164,28515.75,306.75,40.61,2.62
32,True,110,110,1.0,110,38745.75,285.25,11.88,1.98
32,True,165,110,1.5,165,29239.5,277.25,33.5,4.73
32,True,220,110,2.0,220,18040.0,279.5,58.97,3.95
33,True,106,106,1.0,106,32295.0,304.75,32.02,0.81
33,True,159,106,1.5,159,11743.0,306.5,75.28,0.24
33,True,212,106,2.0,192,10180.5,303.5,78.57,1.22
34,True,103,103,1.0,103,20427.0,209.5,44.04,5.74
34,True,155,103,1.5,155,7711.25,215.0,78.87,3.26
34,True,206,103,2.0,188,6928.5,211.0,81.02,5.06
35,True,118,118,1.0,118,22830.5,291.5,35.96,-1.22
35,True,177,118,1.5,177,10270.75,297.0,71.19,-3.12
35,True,236,118,2.0,185,9770.25,289.25,72.59,-0.43
36,True,98,98,1.0,98,8344.0,213.75,6.25,2.06
36,True,147,98,1.5,147,8095.25,210.25,9.04,3.67
36,True,196,98,2.0,192,7170.5,207.75,19.43,4.81
37,True,99,99,1.0,99,8746.0,238.25,2.14,-0.85
37,True,149,99,1.5,149,8234.25,228.5,7.87,3.28
37,True,198,99,2.0,174,7430.75,229.25,16.86,2.96
38,True,98,98,1.0,98,9526.5,271.75,11.28,-1.12
38,True,147,98,1.5,147,9149.0,266.5,14.79,0.84
38,True,196,98,2.0,172,8513.25,262.25,20.71,2.42
39,True,93,93,1.0,93,13387.5,294.0,17.45,1.84
39,True,140,93,1.5,113,12961.0,293.25,20.08,2.09
39,True,186,93,2.0,111,13231.5,294.0,18.41,1.84
40,True,118,118,1.0,118,18735.0,360.0,14.63,0.0
40,True,177,118,1.5,120,19228.5,360.5,12.38,-0.14
40,True,236,118,2.0,215,17820.0,359.75,18.8,0.07
41,True,102,102,1.0,102,12750.5,282.5,21.06,0.7
41,True,153,102,1.5,128,12865.25,273.25,20.35,3.95
41,True,204,102,2.0,204,12732.75,274.25,21.17,3.6
42,True,128,128,1.0,128,58944.0,360.25,21.63,-0.84
42,True,192,128,1.5,192,44610.5,362.5,40.69,-1.47
42,True,256,128,2.0,244,21675.5,365.75,71.18,-2.38
43,True,94,94,1.0,94,62847.25,233.25,8.64,4.11
43,True,141,94,1.5,141,28375.75,234.0,58.75,3.8
43,True,188,94,2.0,188,24889.5,235.5,63.82,3.19
44,True,96,96,1.0,96,74974.0,326.75,18.15,1.21
44,True,144,96,1.5,144,38857.0,321.0,57.58,2.95
44,True,192,96,2.0,192,36039.75,323.75,60.65,2.12
45,True,111,111,1.0,111,29076.25,257.25,20.58,1.53
45,True,167,111,1.5,145,13920.5,258.25,61.98,1.15
45,True,222,111,2.0,216,13550.0,259.0,62.99,0.86
46,True,100,100,1.0,100,57965.25,379.0,16.44,3.13
46,True,150,100,1.5,150,25200.0,380.25,63.67,2.81
46,True,200,100,2.0,200,26101.5,373.5,62.37,4.54
47,True,109,109,1.0,109,29625.5,260.5,32.41,2.89
47,True,164,109,1.5,162,15855.0,259.0,63.83,3.45
47,True,218,109,2.0,216,13611.5,266.0,68.94,0.84
48,True,107,107,1.0,107,20711.25,231.0,32.15,3.14
48,True,161,107,1.5,132,14689.5,234.25,51.88,1.78
48,True,214,107,2.0,212,12491.5,230.75,59.08,3.25
49,True,114,114,1.0,114,23378.25,275.25,47.1,2.31
49,True,171,114,1.5,167,20694.25,271.75,53.17,3.55
49,True,228,114,2.0,220,16232.25,272.75,63.27,3.19
50,True,93,93,1.0,93,40825.5,300.5,19.11,4.22
50,True,140,93,1.5,140,22003.0,302.5,56.4,3.59
50,True,186,93,2.0,186,20647.75,293.75,59.09,6.37
51,True,98,98,1.0,98,35445.5,289.0,31.61,2.69
51,True,147,98,1.5,128,22177.0,285.0,57.21,4.04
51,True,196,98,2.0,196,15228.25,285.0,70.62,4.04
52,True,104,104,1.0,104,58709.0,362.75,7.4,-0.55
52,True,156,104,1.5,156,35309.25,352.0,44.31,2.43
52,True,208,104,2.0,208,18798.25,352.75,70.35,2.22
53,True,119,119,1.0,119,41223.5,362.25,23.04,0.62
53,True,179,119,1.5,179,26211.75,355.5,51.07,2.47
53,True,238,119,2.0,226,18320.5,358.5,65.8,1.65
54,True,99,99,1.0,99,16472.0,246.75,59.11,-0.71
54,True,149,99,1.5,128,11987.0,245.0,70.24,0.0
54,True,198,99,2.0,128,11923.75,238.0,70.4,2.86
55,True,105,105,1.0,105,16257.5,260.0,45.13,2.35
55,True,158,105,1.5,129,13055.5,263.5,55.94,1.03
55,True,210,105,2.0,210,12838.0,259.25,56.67,2.63
56,True,121,121,1.0,121,11250.25,228.25,58.54,-1.22
56,True,182,121,1.5,128,11480.25,228.75,57.69,-1.44
56,True,242,121,2.0,242,10599.75,221.75,60.94,1.66
57,True,99,99,1.0,99,31254.5,196.25,12.03,1.75
57,True,149,99,1.5,149,10521.25,199.0,70.39,0.38
57,True,198,99,2.0,198,8593.75,195.75,75.81,2.0
58,True,113,113,1.0,113,50667.25,341.5,7.23,2.43
58,True,170,113,1.5,170,17669.75,341.25,67.65,2.5
58,True,226,113,2.0,203,15069.0,338.25,72.41,3.36
59,True,95,95,1.0,95,58790.25,303.5,4.86,2.18
59,True,143,95,1.5,143,20360.0,302.5,67.05,2.5
59,True,190,95,2.0,190,13305.5,300.75,78.47,3.06
60,True,102,102,1.0,102,12179.5,280.0,8.57,2.95
60,True,153,102,1.5,112,12297.25,279.5,7.69,3.12
60,True,204,102,2.0,172,11468.5,272.5,13.91,5.55
61,True,101,101,1.0,101,14411.25,325.0,12.11,2.03
61,True,152,101,1.5,122,14913.5,321.5,9.05,3.09
61,True,202,101,2.0,200,14689.75,322.75,10.41,2.71
62,True,91,91,1.0,91,15999.0,340.5,8.07,2.44
62,True,137,91,1.5,115,15348.25,338.25,11.81,3.08
62,True,182,91,2.0,178,14325.0,331.5,17.69,5.01
63,True,122,122,1.0,122,36936.5,376.75,6.25,0.99
63,True,183,122,1.5,176,38271.5,380.5,2.86,0.0
63,True,244,122,2.0,216,36832.0,384.75,6.52,-1.12
64,True,106,106,1.0,106,27319.25,317.5,32.61,3.79
64,True,159,106,1.5,123,26914.25,317.25,33.61,3.86
64,True,212,106,2.0,212,27073.0,318.75,33.22,3.41
65,True,98,98,1.0,98,16742.25,216.5,17.4,-1.88
65,True,147,98,1.5,119,15266.75,209.5,24.68,1.41
65,True,196,98,2.0,108,15650.5,215.0,22.79,-1.18
66,True,115,115,1.0,115,80101.0,304.0,4.48,1.86
66,True,173,115,1.5,149,70703.25,298.25,15.68,3.71
66,True,230,115,2.0,230,39897.75,303.0,52.42,2.18
67,True,117,117,1.0,117,83992.0,331.0,15.96,2.29
67,True,176,117,1.5,174,78651.0,332.25,21.31,1.92
67,True,234,117,2.0,234,48640.25,332.5,51.33,1.85
68,True,102,102,1.0,102,52060.0,191.5,19.71,8.81
68,True,153,102,1.5,149,35969.75,190.0,44.53,9.52
68,True,204,102,2.0,204,32913.75,192.75,49.24,8.21
69,True,109,109,1.0,109,98446.5,280.75,15.51,5.15
69,True,164,109,1.5,164,42024.0,284.25,63.93,3.97
69,True,218,109,2.0,218,16001.25,282.25,86.27,4.65
70,True,98,98,1.0,98,91042.75,220.0,11.65,-0.8
70,True,147,98,1.5,147,27534.75,213.5,73.28,2.18
70,True,196,98,2.0,196,13233.5,222.5,87.16,-1.95
71,True,99,99,1.0,99,104517.75,285.0,10.04,1.89
71,True,149,99,1.5,149,41377.0,281.25,64.39,3.18
71,True,198,99,2.0,198,19345.0,282.75,83.35,2.67
72,True,119,119,1.0,119,28633.25,352.0,27.89,1.54
72,True,179,119,1.5,172,22222.75,347.25,44.03,2.87
72,True,238,119,2.0,224,19145.25,350.0,51.78,2.1
73,True,101,101,1.0,101,31027.0,314.75,33.13,1.87
73,True,152,101,1.5,132,16791.0,312.75,63.81,2.49
73,True,202,101,2.0,202,16935.0,311.75,63.5,2.81
74,True,106,106,1.0,106,22632.5,303.75,34.33,0.49
74,True,159,106,1.5,136,16360.75,300.25,52.53,1.64
74,True,212,106,2.0,212,15852.25,298.0,54.0,2.38
75,True,111,111,1.0,111,73734.5,410.25,9.61,2.21
75,True,167,111,1.5,165,41571.5,406.0,49.04,3.22
75,True,222,111,2.0,220,31815.25,400.5,61.0,4.53
76,True,93,93,1.0,93,88318.75,367.5,1.43,0.88
76,True,140,93,1.5,140,40062.5,369.5,55.29,0.34
76,True,186,93,2.0,186,40677.5,365.25,54.6,1.48
77,True,113,113,1.0,113,36198.5,297.5,36.16,2.62
77,True,170,113,1.5,165,22406.5,288.75,60.48,5.48
77,True,226,113,2.0,220,18683.5,298.0,67.05,2.45
78,True,98,98,1.0,98,28364.75,244.75,35.39,0.71
78,True,147,98,1.5,139,18682.25,240.5,57.44,2.43
78,True,196,98,2.0,196,16591.75,245.5,62.21,0.41
79,True,94,94,1.0,94,46479.75,227.25,24.09,4.52
79,True,141,94,1.5,136,18575.0,224.25,69.66,5.78
79,True,188,94,2.0,187,19121.0,230.0,68.77,3.36
80,True,104,104,1.0,104,56175.0,296.25,20.77,3.89
80,True,156,104,1.5,145,30794.5,291.75,56.57,5.35
80,True,208,104,2.0,208,19666.75,296.5,72.26,3.81
81,True,112,112,1.0,112,58582.75,304.0,32.72,2.95
81,True,168,112,1.5,149,23201.75,312.5,73.35,0.24
81,True,224,112,2.0,224,14865.25,303.75,82.93,3.03
82,True,113,113,1.0,113,51977.25,271.5,27.05,2.07
82,True,170,113,1.5,170,19993.5,269.0,71.94,2.98
82,True,226,113,2.0,226,12629.25,271.0,82.27,2.25
83,True,98,98,1.0,98,109608.75,274.5,8.3,1.7
83,True,147,98,1.5,144,18783.75,273.0,84.29,2.24
83,True,196,98,2.0,196,18581.0,268.75,84.46,3.76
84,True,102,102,1.0,102,81081.25,317.5,2.8,0.7
84,True,153,102,1.5,153,19040.0,316.5,77.18,1.02
84,True,204,102,2.0,202,14961.75,314.0,82.06,1.8
85,True,112,112,1.0,112,29234.75,240.25,45.42,-2.67
85,True,168,112,1.5,168,11368.0,237.5,78.78,-1.5
85,True,224,112,2.0,224,10096.75,233.25,81.15,0.32
86,True,107,107,1.0,107,58551.75,301.25,18.17,-0.08
86,True,161,107,1.5,161,17243.5,301.25,75.9,-0.08
86,True,214,107,2.0,214,13946.25,300.25,80.51,0.25
87,True,96,96,1.0,96,13032.5,236.5,24.54,-1.28
87,True,144,96,1.5,138,10342.5,223.25,40.11,4.39
87,True,192,96,2.0,136,10156.0,229.0,41.19,1.93
88,True,109,109,1.0,109,15078.25,282.5,29.72,1.22
88,True,164,109,1.5,140,13402.5,278.5,37.53,2.62
88,True,218,109,2.0,218,12944.75,277.75,39.67,2.88
89,True,114,114,1.0,114,14566.75,283.5,11.72,0.87
89,True,171,114,1.5,139,12729.5,273.25,22.86,4.46
89,True,228,114,2.0,216,12490.75,274.25,24.3,4.11
90,True,100,100,1.0,100,27813.5,247.25,17.97,0.7
90,True,150,100,1.5,133,13922.5,245.5,58.94,1.41
90,True,200,100,2.0,195,14180.75,247.5,58.18,0.6
91,True,109,109,1.0,109,30594.75,256.5,14.17,2.93
91,True,164,109,1.5,150,17292.25,255.75,51.49,3.22
91,True,218,109,2.0,218,16643.0,262.0,53.31,0.85
92,True,124,124,1.0,124,22274.75,262.25,37.07,-3.45
92,True,186,124,1.5,158,17860.0,257.25,49.55,-1.48
92,True,248,124,2.0,224,17168.5,256.0,51.5,-0.99
93,True,117,117,1.0,117,36711.5,315.75,24.07,0.94
93,True,176,117,1.5,148,33377.25,312.75,30.96,1.88
93,True,234,117,2.0,220,29320.25,310.75,39.36,2.51
94,True,108,108,1.0,108,44269.75,296.75,14.98,-0.59
94,True,162,108,1.5,161,31307.75,291.75,39.87,1.1
94,True,216,108,2.0,216,28391.75,298.0,45.47,-1.02
95,True,95,95,1.0,95,32050.0,251.5,20.48,1.95
95,True,143,95,1.5,132,21495.0,245.75,46.67,4.19
95,True,190,95,2.0,190,21546.25,242.5,46.54,5.46
96,True,100,100,1.0,100,63372.5,305.75,24.63,1.45
96,True,150,100,1.5,132,38438.0,297.25,54.29,4.19
96,True,200,100,2.0,200,29647.75,310.75,64.74,-0.16
97,True,91,91,1.0,91,80552.25,282.25,10.64,5.44
97,True,137,91,1.5,137,38196.75,283.25,57.63,5.11
97,True,182,91,2.0,182,38630.5,279.0,57.15,6.53
98,True,82,82,1.0,82,75794.0,282.5,10.15,1.82
98,True,123,82,1.5,123,36240.0,283.75,57.04,1.39
98,True,164,82,2.0,164,37006.75,274.5,56.13,4.6
99,True,98,98,1.0,98,45298.0,232.25,34.01,3.03
99,True,147,98,1.5,147,19214.5,227.0,72.01,5.22
99,True,196,98,2.0,196,13892.0,234.25,79.76,2.19
100,True,110,110,1.0,110,100477.0,339.0,1.23,0.07
100,True,165,110,1.5,165,43099.25,337.75,57.63,0.44
100,True,220,110,2.0,220,20261.5,331.5,80.08,2.28
101,True,123,123,1.0,123,57064.25,333.75,21.03,4.44
101,True,185,123,1.5,185,35753.25,329.25,50.52,5.73
101,True,246,123,2.0,246,15583.25,333.0,78.44,4.65
102,True,90,90,1.0,90,43562.0,256.25,15.54,1.06
102,True,135,90,1.5,135,13241.75,257.0,74.33,0.77
102,True,180,90,2.0,168,11622.0,254.25,77.47,1.83
103,True,95,95,1.0,95,30534.0,242.75,31.18,0.72
103,True,143,95,1.5,141,10913.5,244.75,75.4,-0.1
103,True,190,95,2.0,190,10692.75,239.75,75.9,1.94
104,True,119,119,1.0,119,47966.25,359.5,10.11,-0.14
104,True,179,119,1.5,168,17873.25,365.0,66.5,-1.67
104,True,238,119,2.0,232,17152.5,358.0,67.86,0.28
105,True,100,100,1.0,100,14104.0,229.25,10.8,3.58
105,True,150,100,1.5,150,10861.75,230.0,31.31,3.26
105,True,200,100,2.0,191,10700.25,221.75,32.33,6.73
106,True,108,108,1.0,108,19380.75,352.0,12.82,2.43
106,True,162,108,1.5,152,17337.0,349.75,22.01,3.05
106,True,216,108,2.0,208,17011.0,346.5,23.48,3.95
107,True,98,98,1.0,98,17973.5,288.0,6.24,2.78
107,True,147,98,1.5,147,14618.25,284.75,23.75,3.88
107,True,196,98,2.0,152,14234.0,283.75,25.75,4.22
108,True,104,104,1.0,104,21639.5,226.5,15.29,1.84
108,True,156,104,1.5,156,12106.75,224.25,52.61,2.82
108,True,208,104,2.0,208,12138.5,226.25,52.48,1.95
109,True,103,103,1.0,103,26827.5,311.0,7.5,-1.97
109,True,155,103,1.5,155,17145.5,294.75,40.88,3.36
109,True,206,103,2.0,206,16473.5,292.75,43.2,4.02
110,True,108,108,1.0,108,22586.25,260.5,27.33,2.62
110,True,162,108,1.5,156,14527.5,263.5,53.26,1.5
110,True,216,108,2.0,216,13768.5,261.5,55.7,2.24
111,True,108,108,1.0,108,24834.75,281.5,25.75,2.34
111,True,162,108,1.5,152,16194.5,278.0,51.58,3.56
111,True,216,108,2.0,214,15101.0,276.5,54.85,4.08
112,True,98,98,1.0,98,35235.25,289.5,5.29,2.77
112,True,147,98,1.5,147,17329.75,287.75,53.42,3.36
112,True,196,98,2.0,196,15986.5,285.25,57.03,4.2
113,True,89,89,1.0,89,27714.0,294.5,22.56,0.76
113,True,134,89,1.5,128,16429.0,296.0,54.09,0.25
113,True,178,89,2.0,178,16696.25,288.25,53.34,2.86
114,True,95,95,1.0,95,32663.75,267.25,3.96,0.19
114,True,143,95,1.5,143,14967.25,262.25,55.99,2.05
114,True,190,95,2.0,190,12621.0,255.25,62.89,4.67
115,True,105,105,1.0,105,19118.25,241.0,33.01,1.13
115,True,158,105,1.5,158,12484.0,235.25,56.26,3.49
115,True,210,105,2.0,209,11287.25,226.0,60.45,7.28
116,True,98,98,1.0,98,20019.25,233.5,18.83,2.2
116,True,147,98,1.5,147,12818.0,230.0,48.03,3.66
116,True,196,98,2.0,196,10838.75,221.5,56.05,7.23
117,True,135,135,1.0,135,23838.0,375.0,10.17,6.48
117,True,203,135,1.5,135,23618.0,389.5,11.0,2.87
117,True,270,135,2.0,220,22801.75,379.25,14.07,5.42
118,True,109,109,1.0,109,11442.75,217.25,14.11,2.58
118,True,164,109,1.5,124,11068.0,221.0,16.92,0.9
118,True,218,109,2.0,215,10925.0,215.0,17.99,3.59
119,True,116,116,1.0,116,15724.5,290.5,9.87,-1.4
119,True,174,116,1.5,124,15069.75,288.25,13.62,-0.61
119,True,232,116,2.0,211,15189.75,289.75,12.94,-1.13
120,True,99,99,1.0,99,60434.25,264.5,12.04,4.86
120,True,149,99,1.5,149,31445.5,261.0,54.23,6.12
120,True,198,99,2.0,198,27457.5,259.75,60.04,6.56
121,True,95,95,1.0,95,66098.5,240.0,3.38,1.03
121,True,143,95,1.5,143,28851.75,228.25,57.82,5.88
121,True,190,95,2.0,190,25299.25,231.0,63.02,4.74
122,True,96,96,1.0,96,48199.25,221.5,24.52,0.45
122,True,144,96,1.5,144,24260.75,216.75,62.01,2.58
122,True,192,96,2.0,192,23184.5,217.5,63.7,2.25
123,True,116,116,1.0,116,39904.0,289.25,12.83,-1.05
123,True,174,116,1.5,174,39167.75,281.25,14.44,1.75
123,True,232,116,2.0,232,17872.5,283.5,60.96,0.96
124,True,85,85,1.0,85,60883.75,303.75,7.46,1.7
124,True,128,85,1.5,128,37607.5,300.25,42.84,2.83
124,True,170,85,2.0,156,37036.75,292.0,43.71,5.5
125,True,103,103,1.0,103,37914.5,263.5,30.52,1.31
125,True,155,103,1.5,153,31349.25,256.0,42.55,4.12
125,True,206,103,2.0,206,20743.0,265.75,61.99,0.47
126,True,114,114,1.0,114,64049.25,308.0,7.54,2.69
126,True,171,114,1.5,156,18084.75,313.75,73.89,0.87
126,True,228,114,2.0,226,16856.75,307.0,75.67,3.0
127,True,115,115,1.0,115,67819.5,333.25,12.56,4.51
127,True,173,115,1.5,173,22444.5,329.5,71.06,5.59
127,True,230,115,2.0,223,18594.25,331.0,76.03,5.16
128,True,112,112,1.0,112,43456.75,274.25,28.06,4.36
128,True,168,112,1.5,152,15473.0,286.25,74.39,0.17
128,True,224,112,2.0,224,14846.25,272.75,75.42,4.88
129,True,99,99,1.0,99,33567.5,388.0,22.9,1.59
129,True,149,99,1.5,149,25331.75,388.0,41.81,1.59
129,True,198,99,2.0,198,25248.75,386.5,42.0,1.97
130,True,100,100,1.0,100,31111.5,331.5,22.43,3.07
130,True,150,100,1.5,150,22362.75,330.75,44.25,3.29
130,True,200,100,2.0,200,21416.5,336.25,46.61,1.68
131,True,103,103,1.0,103,23368.0,246.0,22.53,6.64
131,True,155,103,1.5,128,15125.75,250.5,49.85,4.93
131,True,206,103,2.0,206,15421.5,249.0,48.87,5.5
132,True,117,117,1.0,117,33899.0,366.0,19.11,0.61
132,True,176,117,1.5,176,29152.5,359.0,30.43,2.51
132,True,234,117,2.0,224,23587.0,361.75,43.71,1.77
133,True,117,117,1.0,117,30798.75,325.25,17.87,2.62
133,True,176,117,1.5,175,25689.25,323.0,31.5,3.29
133,True,234,117,2.0,224,22825.25,329.5,39.13,1.35
134,True,97,97,1.0,97,25038.25,236.25,13.65,-0.53
134,True,146,97,1.5,146,16453.25,237.0,43.26,-0.85
134,True,194,97,2.0,194,16621.5,227.5,42.68,3.19
135,True,120,120,1.0,120,29656.25,312.5,17.07,1.81
135,True,180,120,1.5,177,25977.25,307.0,27.36,3.53
135,True,240,120,2.0,223,19624.5,308.25,45.12,3.14
136,True,111,111,1.0,111,24859.75,274.25,23.86,1.08
136,True,167,111,1.5,167,18755.25,270.25,42.55,2.52
136,True,222,111,2.0,216,16242.5,278.0,50.25,-0.27
137,True,110,110,1.0,110,28301.75,266.5,7.48,-0.47
137,True,165,110,1.5,164,19998.25,258.75,34.62,2.45
137,True,220,110,2.0,220,15977.25,266.75,47.77,-0.57
138,True,103,103,1.0,103,44356.25,365.25,12.75,2.79
138,True,155,103,1.5,155,30008.5,359.75,40.97,4.26
138,True,206,103,2.0,206,25961.25,363.25,48.93,3.33
139,True,114,114,1.0,114,38883.5,337.25,12.4,0.07
139,True,171,114,1.5,171,30725.75,322.75,30.78,4.37
139,True,228,114,2.0,226,22042.25,331.25,50.34,1.85
140,True,89,89,1.0,89,45960.5,300.25,10.92,1.48
140,True,134,89,1.5,134,26691.0,291.5,48.27,4.35
140,True,178,89,2.0,178,26117.75,288.75,49.38,5.25
141,True,105,105,1.0,105,28574.75,257.5,16.25,1.06
141,True,158,105,1.5,158,20085.75,257.5,41.13,1.06
141,True,210,105,2.0,207,16793.0,254.5,50.78,2.21
142,True,100,100,1.0,100,38147.0,322.25,12.32,1.53
142,True,150,100,1.5,150,24567.75,316.25,43.53,3.36
142,True,200,100,2.0,200,20780.0,318.0,52.24,2.83
143,True,121,121,1.0,121,33218.75,314.75,7.99,1.18
143,True,182,121,1.5,182,25849.5,310.0,28.4,2.67
143,True,242,121,2.0,208,22722.75,318.5,37.06,0.0
144,True,98,98,1.0,98,16097.0,199.5,18.3,2.33
144,True,147,98,1.5,147,15620.5,195.0,20.72,4.53
144,True,196,98,2.0,109,14751.5,200.25,25.13,1.96
145,True,105,105,1.0,105,21858.5,267.5,8.21,-0.28
145,True,158,105,1.5,137,22143.0,264.0,7.02,1.03
145,True,210,105,2.0,208,21965.75,261.25,7.76,2.06
146,True,88,88,1.0,88,25333.5,299.75,12.26,2.44
146,True,132,88,1.5,130,23202.75,293.0,19.64,4.64
146,True,176,88,2.0,172,23087.0,290.25,20.04,5.53
147,True,136,136,1.0,136,60991.5,326.5,5.04,2.54
147,True,204,136,1.5,204,52687.75,312.0,17.97,6.87
147,True,272,136,2.0,272,54041.25,309.25,15.86,7.69
