Instance,Location,IsCarbonAware,MaxMakeSpan,MinMakeSpan,SlackCoeff,Makespan,CarbonConsumption(g),EnergyConsumption(kWh),CarbonSavings(%),EnergySavings(%)
2,CAL,True,104,104,1.0,104,77226.5,292.5,11.0,3.86
3,CAL,True,95,95,1.0,95,55741.25,214.75,16.38,3.16
4,CAL,True,70,70,1.0,70,81174.5,236.25,1.74,1.87
5,CAL,True,108,108,1.0,108,60014.25,230.25,8.89,2.33
6,CAL,True,117,117,1.0,117,82823.25,312.75,11.53,5.3
7,CAL,True,117,117,1.0,117,79891.0,304.75,14.22,2.32
8,CAL,True,108,108,1.0,108,66358.75,257.25,13.62,3.02
9,CAL,True,100,100,1.0,100,62726.0,271.5,12.24,4.9
10,CAL,True,111,111,1.0,111,74635.5,312.75,15.57,0.87
11,CAL,True,106,106,1.0,106,94047.5,374.5,3.7,1.9
12,CAL,True,117,117,1.0,117,77832.25,299.0,14.03,1.73
13,CAL,True,112,112,1.0,112,99476.25,364.25,4.14,1.55
14,CAL,True,101,101,1.0,101,82527.0,312.75,10.45,5.16
15,CAL,True,106,106,1.0,106,72130.0,295.25,14.29,6.49
16,CAL,True,102,102,1.0,102,60651.5,259.75,20.58,6.48
17,CAL,True,123,123,1.0,123,85717.25,348.75,15.67,3.99
18,CAL,True,105,105,1.0,105,60419.5,289.5,12.13,2.53
19,CAL,True,100,100,1.0,100,43232.0,234.25,19.07,4.0
20,CAL,True,102,102,1.0,102,75145.5,341.25,11.12,2.99
21,CAL,True,99,99,1.0,99,64259.75,252.5,10.29,3.53
22,CAL,True,111,111,1.0,111,64683.5,253.75,15.05,1.65
23,CAL,True,86,86,1.0,86,91408.0,313.25,4.89,2.57
24,CAL,True,105,105,1.0,105,64864.75,267.75,21.18,1.74
25,CAL,True,98,98,1.0,98,64971.25,261.0,10.37,3.78
26,CAL,True,105,105,1.0,105,55967.5,243.25,14.68,3.66
27,CAL,True,100,100,1.0,100,42451.75,203.0,14.29,0.73
28,CAL,True,117,117,1.0,117,88624.5,352.5,2.85,1.26
29,CAL,True,83,83,1.0,83,66765.5,252.0,8.0,5.0
30,CAL,True,94,94,1.0,94,54479.5,238.75,13.31,2.05
31,CAL,True,89,89,1.0,89,78397.25,305.0,5.08,2.63
32,CAL,True,110,110,1.0,110,68477.0,283.0,10.74,3.25
33,CAL,True,106,106,1.0,106,80822.75,296.5,11.0,5.2
34,CAL,True,103,103,1.0,103,51686.0,207.5,16.05,4.82
35,CAL,True,118,118,1.0,118,77914.0,284.5,12.88,2.23
36,CAL,True,98,98,1.0,98,52194.0,214.25,16.49,5.62
37,CAL,True,99,99,1.0,99,59807.25,236.75,13.88,2.27
38,CAL,True,98,98,1.0,98,69369.25,265.25,7.69,2.03
39,CAL,True,93,93,1.0,93,72996.25,291.75,11.57,4.73
40,CAL,True,118,118,1.0,118,91944.5,357.5,7.53,2.85
41,CAL,True,102,102,1.0,102,64431.75,272.75,17.23,5.95
42,CAL,True,128,128,1.0,128,108555.25,355.25,10.91,3.46
43,CAL,True,94,94,1.0,94,65708.25,234.25,8.91,4.68
44,CAL,True,96,96,1.0,96,94057.75,320.5,9.6,2.81
45,CAL,True,111,111,1.0,111,74458.5,252.25,9.41,2.23
46,CAL,True,100,100,1.0,100,119109.25,374.25,6.09,3.67
47,CAL,True,109,109,1.0,109,75297.0,261.75,14.48,-0.19
48,CAL,True,107,107,1.0,107,59918.5,232.5,15.22,4.02
49,CAL,True,114,114,1.0,114,73907.5,271.25,11.3,3.12
50,CAL,True,93,93,1.0,93,82955.5,295.25,5.68,3.36
51,CAL,True,98,98,1.0,98,80765.75,284.5,8.07,0.7
52,CAL,True,104,104,1.0,104,104081.75,350.25,5.93,2.78
53,CAL,True,119,119,1.0,119,104008.5,349.5,7.17,3.19
54,CAL,True,99,99,1.0,99,78772.5,240.5,5.45,1.94
55,CAL,True,105,105,1.0,105,83751.0,255.0,6.35,3.5
56,CAL,True,121,121,1.0,121,72823.75,215.5,6.41,4.96
57,CAL,True,99,99,1.0,99,62987.0,194.25,12.44,6.16
58,CAL,True,113,113,1.0,113,113278.75,336.0,6.62,3.72
59,CAL,True,95,95,1.0,95,101879.75,301.25,4.43,3.21
60,CAL,True,102,102,1.0,102,81159.0,278.5,6.28,2.37
61,CAL,True,101,101,1.0,101,96567.75,320.0,7.33,3.98
62,CAL,True,91,91,1.0,91,106176.5,336.25,4.3,1.9
63,CAL,True,122,122,1.0,122,130646.0,375.0,1.5,0.92
64,CAL,True,106,106,1.0,106,108327.0,311.0,7.58,6.61
65,CAL,True,98,98,1.0,98,71731.5,207.0,6.05,5.91
66,CAL,True,115,115,1.0,115,81748.75,302.75,4.5,3.12
67,CAL,True,117,117,1.0,117,90121.5,326.75,6.3,2.02
68,CAL,True,102,102,1.0,102,48474.5,198.75,22.01,6.25
69,CAL,True,109,109,1.0,109,89125.5,275.75,4.76,1.87
70,CAL,True,98,98,1.0,98,66548.0,211.5,10.96,6.42
71,CAL,True,99,99,1.0,99,88699.75,276.5,4.69,3.66
72,CAL,True,119,119,1.0,119,83621.75,345.75,4.1,1.78
73,CAL,True,101,101,1.0,101,73020.5,307.5,3.07,1.76
74,CAL,True,106,106,1.0,106,67263.5,291.0,12.13,3.88
75,CAL,True,111,111,1.0,111,109474.0,405.75,6.37,1.76
76,CAL,True,93,93,1.0,93,101648.0,365.5,2.78,2.14
77,CAL,True,113,113,1.0,113,70967.0,289.0,13.79,3.51
78,CAL,True,98,98,1.0,98,52766.75,244.0,23.36,3.65
79,CAL,True,94,94,1.0,94,47987.0,222.5,25.15,6.12
80,CAL,True,104,104,1.0,104,67868.0,290.5,18.96,4.44
81,CAL,True,112,112,1.0,112,67510.0,298.5,20.04,4.1
82,CAL,True,113,113,1.0,113,58437.0,269.0,18.43,-0.56
83,CAL,True,98,98,1.0,98,57495.0,269.25,9.42,4.35
84,CAL,True,102,102,1.0,102,74267.25,314.25,3.01,1.72
85,CAL,True,112,112,1.0,112,48337.0,236.75,18.4,0.63
86,CAL,True,107,107,1.0,107,66889.75,293.0,11.58,5.25
87,CAL,True,96,96,1.0,96,46610.5,225.5,16.66,2.49
88,CAL,True,109,109,1.0,109,63713.5,277.0,18.59,3.32
89,CAL,True,114,114,1.0,114,63287.5,277.25,14.72,2.97
90,CAL,True,100,100,1.0,100,62341.75,242.5,15.03,5.18
91,CAL,True,109,109,1.0,109,66985.0,257.0,9.64,3.66
92,CAL,True,124,124,1.0,124,66286.5,257.5,6.98,0.68
93,CAL,True,117,117,1.0,117,93321.25,304.5,6.89,5.51
94,CAL,True,108,108,1.0,108,87967.75,287.25,7.21,6.28
95,CAL,True,95,95,1.0,95,73073.25,242.25,8.27,6.47
96,CAL,True,100,100,1.0,100,59462.5,301.25,15.64,-0.75
97,CAL,True,91,91,1.0,91,60029.0,282.75,10.44,2.5
98,CAL,True,82,82,1.0,82,67231.25,274.75,6.93,4.1
99,CAL,True,98,98,1.0,98,37694.5,228.5,20.74,-1.11
101,CAL,True,123,123,1.0,123,66266.5,327.0,13.57,4.6
102,CAL,True,90,90,1.0,90,62645.75,252.75,14.33,3.9
103,CAL,True,95,95,1.0,95,56850.75,242.75,13.18,4.15
104,CAL,True,119,119,1.0,119,90691.5,356.0,10.57,4.56
105,CAL,True,100,100,1.0,100,71504.75,225.5,5.45,3.63
106,CAL,True,108,108,1.0,108,113110.0,349.75,4.11,3.58
107,CAL,True,98,98,1.0,98,91886.0,287.75,3.41,2.46
108,CAL,True,104,104,1.0,104,69085.5,224.5,7.46,5.07
109,CAL,True,103,103,1.0,103,94446.5,298.25,4.77,2.85
110,CAL,True,108,108,1.0,108,79716.5,257.0,5.19,1.25
111,CAL,True,108,108,1.0,108,62677.75,275.5,5.54,2.22
112,CAL,True,98,98,1.0,98,67262.25,288.75,5.08,3.19
113,CAL,True,89,89,1.0,89,71966.5,290.5,8.6,3.09
114,CAL,True,95,95,1.0,95,52952.0,261.75,3.19,1.6
115,CAL,True,105,105,1.0,105,42764.5,233.25,31.93,7.35
116,CAL,True,98,98,1.0,98,42008.5,231.0,26.61,2.22
117,CAL,True,135,135,1.0,135,93350.25,376.5,6.73,2.84
118,CAL,True,109,109,1.0,109,45741.25,222.0,18.69,0.0
119,CAL,True,116,116,1.0,116,64714.5,286.0,17.55,2.22
120,CAL,True,99,99,1.0,99,51839.0,262.25,17.75,3.67
121,CAL,True,95,95,1.0,95,46447.25,234.5,10.42,5.44
122,CAL,True,96,96,1.0,96,39947.0,218.5,30.55,4.17
123,CAL,True,116,116,1.0,116,56736.0,282.75,26.35,3.5
124,CAL,True,85,85,1.0,85,78203.0,298.75,8.24,3.71
125,CAL,True,103,103,1.0,103,47628.25,258.25,22.18,0.58
126,CAL,True,114,114,1.0,114,65032.5,304.25,14.19,2.87
127,CAL,True,115,115,1.0,115,73477.75,331.0,16.38,3.15
128,CAL,True,112,112,1.0,112,55521.0,275.75,30.63,2.13
129,CAL,True,99,99,1.0,99,98065.25,384.5,8.17,3.27
130,CAL,True,100,100,1.0,100,79095.75,328.25,7.42,3.1
131,CAL,True,103,103,1.0,103,49387.0,247.25,20.74,2.66
132,CAL,True,117,117,1.0,117,83915.75,365.75,11.11,1.81
133,CAL,True,117,117,1.0,117,71064.5,322.0,17.96,5.71
134,CAL,True,97,97,1.0,97,46763.75,234.5,16.03,1.68
135,CAL,True,120,120,1.0,120,66377.0,310.5,10.44,1.27
136,CAL,True,111,111,1.0,111,56351.5,272.5,16.92,3.28
137,CAL,True,110,110,1.0,110,52058.25,260.75,21.12,3.87
138,CAL,True,103,103,1.0,103,91713.25,364.0,11.36,3.89
139,CAL,True,114,114,1.0,114,82650.75,335.0,16.61,3.32
140,CAL,True,89,89,1.0,89,78199.0,298.0,3.24,1.49
141,CAL,True,105,105,1.0,105,58153.75,255.0,13.62,2.76
142,CAL,True,100,100,1.0,100,79242.75,318.0,10.2,3.78
143,CAL,True,121,121,1.0,121,75337.75,315.75,8.32,0.55
144,CAL,True,98,98,1.0,98,32626.75,203.0,36.21,6.77
145,CAL,True,105,105,1.0,105,48590.5,265.0,16.04,2.75
146,CAL,True,88,88,1.0,88,67311.75,296.0,8.44,4.59
147,CAL,True,136,136,1.0,136,76397.5,320.5,10.89,0.7
148,CAL,True,96,96,1.0,96,43493.75,224.75,15.1,3.85
149,CAL,True,95,95,1.0,95,62492.25,289.75,7.05,3.34
150,CAL,True,98,98,1.0,98,49218.0,197.0,16.58,5.29
151,CAL,True,97,97,1.0,97,61155.25,238.0,16.29,8.37
152,CAL,True,99,99,1.0,99,76989.0,288.25,7.55,2.21
153,CAL,True,101,101,1.0,101,98897.75,426.0,7.81,3.35
154,CAL,True,79,79,1.0,79,71506.0,280.0,6.42,3.86
155,CAL,True,105,105,1.0,105,72749.5,343.75,9.37,4.31
156,CAL,True,106,106,1.0,106,46727.75,267.25,13.53,5.23
157,CAL,True,117,117,1.0,117,64536.0,326.75,10.45,5.15
158,CAL,True,98,98,1.0,98,51835.25,282.75,14.95,1.99
159,CAL,True,108,108,1.0,108,74662.5,342.5,5.38,1.65
160,CAL,True,105,105,1.0,105,57495.25,286.75,8.02,2.47
161,CAL,True,105,105,1.0,105,63485.25,306.5,6.38,3.39
162,CAL,True,108,108,1.0,108,34606.0,227.5,28.01,3.19
163,CAL,True,107,107,1.0,107,36651.0,233.75,29.26,0.53
164,CAL,True,106,106,1.0,106,42933.0,258.5,16.09,3.99
165,CAL,True,100,100,1.0,100,26786.25,208.75,32.21,-0.97
166,CAL,True,100,100,1.0,100,40492.0,268.75,16.34,1.1
167,CAL,True,117,117,1.0,117,53733.25,333.0,5.19,1.19
168,CAL,True,116,116,1.0,116,58557.75,306.0,4.91,1.77
169,CAL,True,95,95,1.0,95,52374.25,285.25,11.7,4.2
170,CAL,True,104,104,1.0,104,45164.0,247.5,10.33,3.98
171,CAL,True,113,113,1.0,113,53723.5,344.5,9.23,3.16
172,CAL,True,99,99,1.0,99,39107.0,277.0,12.35,1.25
173,CAL,True,111,111,1.0,111,34050.0,245.5,21.31,3.63
174,CAL,True,100,100,1.0,100,34065.5,243.0,23.52,4.8
175,CAL,True,100,100,1.0,100,29132.5,226.5,31.13,1.74
176,CAL,True,105,105,1.0,105,47059.75,294.25,24.96,1.51
177,CAL,True,103,103,1.0,103,30653.0,242.25,12.57,2.02
178,CAL,True,106,106,1.0,106,39763.0,284.25,20.1,1.3
179,CAL,True,108,108,1.0,108,39952.75,287.0,16.48,3.04
180,CAL,True,100,100,1.0,100,48756.25,306.75,13.97,2.7
181,CAL,True,114,114,1.0,114,49434.5,313.0,14.59,2.95
182,CAL,True,93,93,1.0,93,46789.5,280.0,7.11,2.44
183,CAL,True,107,107,1.0,107,28404.5,226.0,37.67,3.0
184,CAL,True,95,95,1.0,95,50343.75,312.0,9.06,2.8
185,CAL,True,109,109,1.0,109,28252.25,220.25,16.65,4.45
186,CAL,True,86,86,1.0,86,34787.5,219.75,12.84,3.83
187,CAL,True,92,92,1.0,92,60162.25,345.75,3.88,1.43
188,CAL,True,118,118,1.0,118,58800.0,367.0,-0.57,-0.62
189,CAL,True,99,99,1.0,99,35871.25,228.75,11.6,1.61
190,CAL,True,110,110,1.0,110,56798.25,317.0,9.62,2.31
191,CAL,True,106,106,1.0,106,38588.5,236.75,9.11,0.32
192,CAL,True,108,108,1.0,108,74554.5,363.25,2.23,1.69
193,CAL,True,103,103,1.0,103,43991.5,248.5,19.36,1.49
194,CAL,True,102,102,1.0,102,50695.5,276.75,3.86,-0.09
195,CAL,True,112,112,1.0,112,60284.25,281.0,16.32,3.93
196,CAL,True,104,104,1.0,104,48879.5,239.0,22.12,6.09
197,CAL,True,97,97,1.0,97,64965.75,298.75,12.91,3.47
198,CAL,True,81,81,1.0,81,67860.0,294.0,7.87,3.69
199,CAL,True,110,110,1.0,110,37585.0,225.5,13.97,1.31
200,CAL,True,120,120,1.0,120,60580.5,324.0,18.36,4.35
201,CAL,True,103,103,1.0,103,37658.25,239.25,15.38,1.75
202,CAL,True,97,97,1.0,97,48825.0,271.25,6.4,2.6
203,CAL,True,93,93,1.0,93,70996.75,340.5,2.11,1.02
204,CAL,True,99,99,1.0,99,27766.5,218.25,30.32,0.91
205,CAL,True,82,82,1.0,82,82773.25,348.75,2.18,1.55
206,CAL,True,86,86,1.0,86,66534.75,311.75,5.01,2.96
207,CAL,True,111,111,1.0,111,54652.75,333.25,21.92,2.98
208,CAL,True,103,103,1.0,103,39122.75,268.0,19.61,1.29
209,CAL,True,100,100,1.0,100,45735.0,291.0,16.75,4.43
210,CAL,True,134,134,1.0,134,52529.0,333.25,19.74,-0.45
211,CAL,True,110,110,1.0,110,46940.75,311.75,2.56,0.95
212,CAL,True,97,97,1.0,97,21819.25,189.25,34.2,-1.34
213,CAL,True,105,105,1.0,105,45193.0,315.75,14.85,5.32
214,CAL,True,98,98,1.0,98,37081.0,271.0,5.22,1.63
215,CAL,True,112,112,1.0,112,49986.75,342.75,12.87,2.56
216,CAL,True,101,101,1.0,101,42193.75,321.5,14.17,2.06
217,CAL,True,105,105,1.0,105,46963.0,345.0,13.33,3.77
218,CAL,True,85,85,1.0,85,33622.5,236.5,18.1,1.46
219,CAL,True,89,89,1.0,89,71626.0,386.5,4.03,2.21
220,CAL,True,124,124,1.0,124,43052.5,304.25,17.01,3.72
221,CAL,True,108,108,1.0,108,30851.0,251.5,24.23,0.79
222,CAL,True,94,94,1.0,94,62678.5,324.0,7.81,4.78
223,CAL,True,107,107,1.0,107,42218.5,249.0,20.8,3.86
224,CAL,True,112,112,1.0,112,47066.0,270.75,18.67,2.52
225,CAL,True,103,103,1.0,103,52747.25,311.25,17.76,3.86
226,CAL,True,100,100,1.0,100,49705.0,300.0,26.73,2.12
227,CAL,True,99,99,1.0,99,53287.25,308.5,4.0,1.44
228,CAL,True,102,102,1.0,102,62116.75,368.5,6.03,1.99
229,CAL,True,111,111,1.0,111,41679.5,296.25,14.91,2.63
230,CAL,True,101,101,1.0,101,40948.5,287.5,22.79,2.21
231,CAL,True,100,100,1.0,100,46526.5,279.5,27.27,3.37
232,CAL,True,111,111,1.0,111,44354.75,272.25,22.57,3.54
233,CAL,True,105,105,1.0,105,35186.25,238.25,31.69,2.06
234,CAL,True,90,90,1.0,90,44148.0,265.5,5.9,2.66
235,CAL,True,111,111,1.0,111,28340.0,228.0,32.27,4.0
236,CAL,True,93,93,1.0,93,35447.0,240.5,15.06,2.53
237,CAL,True,103,103,1.0,103,39608.0,309.25,14.79,2.98
238,CAL,True,108,108,1.0,108,35198.5,290.25,32.08,7.27
239,CAL,True,87,87,1.0,87,41293.0,277.5,7.59,2.37
240,CAL,True,103,103,1.0,103,32967.5,282.0,7.38,0.09
241,CAL,True,103,103,1.0,103,35153.75,295.0,11.57,3.99
242,CAL,True,119,119,1.0,119,41147.25,325.5,17.08,2.84
243,CAL,True,110,110,1.0,110,47574.0,336.5,5.16,3.65
244,CAL,True,99,99,1.0,99,33256.25,265.5,22.23,6.51
245,CAL,True,97,97,1.0,97,34919.75,267.25,13.56,2.46
246,CAL,True,110,110,1.0,110,31139.75,277.75,20.86,2.2
247,CAL,True,71,71,1.0,71,52766.25,280.75,5.27,3.19
248,CAL,True,108,108,1.0,108,26377.0,254.75,23.84,3.04
249,CAL,True,105,105,1.0,105,29136.5,300.25,2.93,1.4
250,CAL,True,97,97,1.0,97,36640.0,331.5,7.61,3.35
251,CAL,True,102,102,1.0,102,20226.25,238.25,17.77,0.83
252,CAL,True,125,125,1.0,125,26315.75,264.0,20.14,2.67
253,CAL,True,95,95,1.0,95,31290.25,296.25,0.53,0.25
254,CAL,True,107,107,1.0,107,25043.5,265.25,12.84,2.39
255,CAL,True,87,87,1.0,87,31723.25,268.0,10.1,2.99
256,CAL,True,104,104,1.0,104,26826.25,271.75,14.21,3.38
257,CAL,True,100,100,1.0,100,25538.5,259.25,14.2,4.78
258,CAL,True,99,99,1.0,99,26950.0,239.25,22.75,6.54
259,CAL,True,108,108,1.0,108,27598.5,230.25,10.1,0.11
260,CAL,True,112,112,1.0,112,38629.25,296.0,9.77,1.33
261,CAL,True,117,117,1.0,117,50423.75,349.0,21.57,5.03
262,CAL,True,107,107,1.0,107,45255.75,321.25,18.81,6.0
263,CAL,True,114,114,1.0,114,27015.0,208.25,21.58,4.8
264,CAL,True,100,100,1.0,100,52801.5,325.25,2.28,1.66
265,CAL,True,108,108,1.0,108,31710.0,217.75,14.13,3.65
266,CAL,True,100,100,1.0,100,28947.75,212.75,17.89,3.62
267,CAL,True,99,99,1.0,99,40576.5,252.25,17.01,3.81
268,CAL,True,116,116,1.0,116,42985.0,260.0,23.9,5.71
269,CAL,True,111,111,1.0,111,55735.0,320.0,10.23,1.99
270,CAL,True,124,124,1.0,124,56196.25,358.75,17.1,1.85
271,CAL,True,110,110,1.0,110,38495.5,285.0,21.03,1.72
272,CAL,True,103,103,1.0,103,53632.0,343.25,11.37,3.58
273,CAL,True,106,106,1.0,106,37300.75,283.0,15.42,3.74
274,CAL,True,90,90,1.0,90,48326.25,285.75,13.23,4.99
275,CAL,True,114,114,1.0,114,42681.0,306.5,22.3,1.84
276,CAL,True,99,99,1.0,99,33355.0,247.75,29.09,4.62
277,CAL,True,92,92,1.0,92,37674.5,244.25,9.85,3.65
278,CAL,True,106,106,1.0,106,48544.25,314.0,18.29,3.24
279,CAL,True,114,114,1.0,114,38696.75,288.25,24.3,3.27
280,CAL,True,118,118,1.0,118,41693.0,302.25,21.14,-0.42
281,CAL,True,76,76,1.0,76,34806.0,204.25,14.49,7.47
282,CAL,True,103,103,1.0,103,43570.5,286.0,17.35,1.04
283,CAL,True,112,112,1.0,112,34969.25,242.5,24.38,0.41
284,CAL,True,117,117,1.0,117,56536.0,336.5,13.04,2.39
285,CAL,True,106,106,1.0,106,30785.0,244.0,12.61,1.81
286,CAL,True,107,107,1.0,107,52305.75,343.0,9.65,3.04
287,CAL,True,107,107,1.0,107,27141.0,224.25,34.62,5.88
288,CAL,True,106,106,1.0,106,38773.5,291.75,23.96,5.28
289,CAL,True,92,92,1.0,92,42614.0,290.0,6.87,3.89
290,CAL,True,106,106,1.0,106,37659.5,287.0,6.84,2.05
291,CAL,True,112,112,1.0,112,25733.75,197.75,24.57,0.75
292,CAL,True,78,78,1.0,78,42419.5,236.0,9.62,4.26
293,CAL,True,115,115,1.0,115,35909.0,262.25,17.04,1.87
294,CAL,True,99,99,1.0,99,32559.0,248.75,18.98,3.3
295,CAL,True,104,104,1.0,104,33140.75,263.5,25.77,5.13
296,CAL,True,92,92,1.0,92,52414.25,309.5,0.77,0.16
297,CAL,True,102,102,1.0,102,34825.5,263.25,31.58,5.73
298,CAL,True,110,110,1.0,110,34667.5,262.5,19.69,-0.77
299,CAL,True,102,102,1.0,102,40032.0,283.0,28.17,3.41
300,CAL,True,105,105,1.0,105,41378.0,268.5,21.68,3.59
301,CAL,True,98,98,1.0,98,40804.75,262.75,24.88,1.04
302,CAL,True,113,113,1.0,113,41812.25,264.5,18.05,1.31
303,CAL,True,120,120,1.0,120,69461.25,371.75,6.16,1.2
304,CAL,True,96,96,1.0,96,49035.0,282.5,19.38,4.32
305,CAL,True,90,90,1.0,90,47214.5,261.75,5.34,2.06
306,CAL,True,113,113,1.0,113,53116.5,338.75,26.42,2.17
307,CAL,True,105,105,1.0,105,42432.5,297.25,35.21,6.82
308,CAL,True,102,102,1.0,102,19532.0,192.5,44.21,1.91
309,CAL,True,123,123,1.0,123,56299.75,342.0,10.11,0.51
310,CAL,True,104,104,1.0,104,53949.0,327.5,3.98,1.43
311,CAL,True,111,111,1.0,111,44852.75,296.75,16.4,3.02
312,CAL,True,114,114,1.0,114,36655.75,291.5,32.28,-0.26
313,CAL,True,96,96,1.0,96,35593.25,260.75,24.9,1.23
314,CAL,True,112,112,1.0,112,73234.5,427.5,0.0,0.0
315,CAL,True,106,106,1.0,106,34501.25,292.0,9.83,2.26
316,CAL,True,103,103,1.0,103,21008.75,215.0,30.23,2.49
317,CAL,True,113,113,1.0,113,42600.5,339.25,24.48,3.49
318,CAL,True,99,99,1.0,99,26799.5,243.25,26.61,2.41
319,CAL,True,96,96,1.0,96,28247.25,250.25,23.66,4.03
320,CAL,True,107,107,1.0,107,34670.5,289.25,23.54,2.94
321,CAL,True,96,96,1.0,96,36485.5,268.75,26.67,3.67
322,CAL,True,88,88,1.0,88,38622.25,252.25,8.05,2.32
323,CAL,True,140,140,1.0,140,45137.0,308.0,28.71,-0.16
324,CAL,True,105,105,1.0,105,32119.5,258.25,35.41,5.32
325,CAL,True,91,91,1.0,91,36129.25,247.0,13.08,3.04
326,CAL,True,104,104,1.0,104,40529.5,294.5,15.74,3.84
327,CAL,True,113,113,1.0,113,36250.5,318.5,27.12,1.39
328,CAL,True,101,101,1.0,101,34930.75,293.25,17.51,4.32
329,CAL,True,111,111,1.0,111,26091.75,260.5,33.8,1.98
330,CAL,True,94,94,1.0,94,30378.5,270.75,17.98,4.33
331,CAL,True,123,123,1.0,123,39584.75,354.0,10.38,1.19
332,CAL,True,109,109,1.0,109,23373.75,262.5,33.32,1.22
333,CAL,True,116,116,1.0,116,38437.5,334.5,20.18,1.62
334,CAL,True,80,80,1.0,80,38363.5,278.5,11.94,4.13
335,CAL,True,90,90,1.0,90,36849.25,293.25,10.45,4.4
336,CAL,True,91,91,1.0,91,33783.75,268.0,21.54,0.37
337,CAL,True,101,101,1.0,101,38884.75,305.25,22.15,2.32
338,CAL,True,109,109,1.0,109,40312.75,320.25,32.98,2.81
339,CAL,True,84,84,1.0,84,54241.5,314.5,3.07,1.87
340,CAL,True,102,102,1.0,102,28587.5,273.0,30.77,4.38
341,CAL,True,99,99,1.0,99,32967.5,293.0,7.36,2.17
342,CAL,True,122,122,1.0,122,38639.0,341.75,21.82,1.44
343,CAL,True,116,116,1.0,116,25481.0,273.0,28.95,3.02
344,CAL,True,93,93,1.0,93,24817.0,234.0,24.43,4.49
345,CAL,True,112,112,1.0,112,22001.25,235.5,23.91,2.79
346,CAL,True,105,105,1.0,105,22987.5,258.0,32.32,1.9
347,CAL,True,104,104,1.0,104,18997.75,235.75,24.73,0.0
348,CAL,True,101,101,1.0,101,13541.75,198.25,24.34,2.94
349,CAL,True,95,95,1.0,95,14739.5,196.5,35.16,-4.52
350,CAL,True,101,101,1.0,101,19735.0,245.5,32.56,3.91
351,CAL,True,110,110,1.0,110,26536.0,301.75,21.45,1.63
352,CAL,True,106,106,1.0,106,20445.0,263.0,14.69,0.85
353,CAL,True,118,118,1.0,118,22947.0,270.0,33.06,-1.89
354,CAL,True,90,90,1.0,90,36694.75,297.75,5.36,3.56
355,CAL,True,114,114,1.0,114,23961.25,278.0,31.56,2.54
356,CAL,True,104,104,1.0,104,17030.25,227.25,40.34,2.36
357,CAL,True,94,94,1.0,94,34211.5,295.0,13.45,3.83
358,CAL,True,111,111,1.0,111,33593.25,329.25,12.77,2.08
359,CAL,True,111,111,1.0,111,24104.25,274.25,33.97,-1.29
360,CAL,True,97,97,1.0,97,46824.0,343.5,10.5,2.76
361,CAL,True,107,107,1.0,107,35018.5,305.5,2.97,0.97
362,CAL,True,105,105,1.0,105,25988.25,265.5,35.0,5.35
363,CAL,True,94,94,1.0,94,40888.0,304.75,14.5,2.25
364,CAL,True,110,110,1.0,110,45126.5,348.75,8.47,3.79
365,CAL,True,113,113,1.0,113,33029.75,293.0,15.8,1.01
366,CAL,True,90,90,1.0,90,39329.25,286.25,21.87,1.46
367,CAL,True,102,102,1.0,102,41835.75,319.25,11.19,3.48
368,CAL,True,95,95,1.0,95,35848.25,282.0,12.96,1.83
369,CAL,True,105,105,1.0,105,35728.5,302.25,30.29,4.5
370,CAL,True,107,107,1.0,107,37385.75,299.5,12.1,2.44
371,CAL,True,118,118,1.0,118,39418.0,316.5,20.08,0.16
372,CAL,True,77,77,1.0,77,48752.5,296.0,5.4,3.11
373,CAL,True,131,131,1.0,131,49175.25,332.0,9.3,0.45
374,CAL,True,92,92,1.0,92,37572.0,287.0,19.42,4.25
375,CAL,True,103,103,1.0,103,21309.75,247.0,30.72,1.1
376,CAL,True,100,100,1.0,100,24950.25,261.75,35.23,0.38
377,CAL,True,101,101,1.0,101,29755.75,293.75,9.56,1.84
378,CAL,True,105,105,1.0,105,22585.0,258.25,16.52,0.96
379,CAL,True,111,111,1.0,111,36916.5,345.5,15.48,4.36
380,CAL,True,119,119,1.0,119,30657.0,300.5,23.89,1.39
381,CAL,True,85,85,1.0,85,21064.0,192.75,13.47,4.22
382,CAL,True,101,101,1.0,101,30376.0,286.25,9.51,3.05
383,CAL,True,121,121,1.0,121,32739.0,297.5,19.54,1.65
384,CAL,True,124,124,1.0,124,40250.5,286.75,24.68,4.02
385,CAL,True,104,104,1.0,104,27241.75,226.0,26.54,4.84
386,CAL,True,101,101,1.0,101,23003.5,211.75,25.07,1.17
387,CAL,True,102,102,1.0,102,43147.25,305.5,22.83,4.61
388,CAL,True,109,109,1.0,109,37517.75,272.0,36.82,-1.4
389,CAL,True,97,97,1.0,97,41004.25,282.0,27.81,4.81
390,CAL,True,112,112,1.0,112,37210.75,257.5,31.16,6.19
391,CAL,True,105,105,1.0,105,33796.5,249.25,32.76,-0.61
392,CAL,True,111,111,1.0,111,64004.75,356.75,6.09,0.9
393,CAL,True,114,114,1.0,114,30724.5,265.5,22.9,0.84
394,CAL,True,114,114,1.0,114,39792.5,320.0,28.04,2.74
395,CAL,True,91,91,1.0,91,47576.5,298.0,15.53,2.93
396,CAL,True,92,92,1.0,92,34598.0,301.75,14.8,2.66
397,CAL,True,94,94,1.0,94,47023.5,364.0,10.35,1.49
398,CAL,True,102,102,1.0,102,28068.5,295.25,27.39,1.09
