Instance,Location,IsCarbonAware,MaxMakeSpan,MinMakeSpan,SlackCoeff,Makespan,CarbonConsumption(g),EnergyConsumption(kWh),CarbonSavings(%),EnergySavings(%)
31,AU-SA,True,104,104,1.0,104,9428.75,76.25,10.59,0.0
32,AU-SA,True,136,136,1.0,136,8765.25,69.25,12.09,0.0
33,AU-SA,True,117,117,1.0,117,6029.25,73.75,46.63,0.0
34,AU-SA,True,107,107,1.0,107,4404.25,52.0,49.86,0.0
35,AU-SA,True,150,150,1.0,150,2967.5,71.5,63.36,0.0
36,AU-SA,True,101,101,1.0,101,2072.0,53.0,9.12,0.0
37,AU-SA,True,106,106,1.0,106,2205.0,57.75,1.15,0.0
38,AU-SA,True,109,109,1.0,109,2396.75,65.5,12.08,0.0
39,AU-SA,True,99,99,1.0,99,3219.0,71.5,20.04,0.0
40,AU-SA,True,146,146,1.0,146,6118.5,88.25,27.11,0.0
41,AU-SA,True,112,112,1.0,112,3374.25,67.75,13.01,0.0
42,AU-SA,True,160,160,1.0,160,12972.75,88.75,33.08,0.0
43,AU-SA,True,103,103,1.0,103,12544.25,58.0,16.38,0.0
44,AU-SA,True,103,103,1.0,103,16989.25,79.5,14.25,0.0
45,AU-SA,True,121,121,1.0,121,5691.25,62.25,22.11,0.0
46,AU-SA,True,115,115,1.0,115,11766.75,92.5,15.58,0.0
47,AU-SA,True,127,127,1.0,127,4955.25,64.25,52.98,0.0
48,AU-SA,True,114,114,1.0,114,4339.75,56.75,40.59,0.0
49,AU-SA,True,132,132,1.0,132,4911.5,67.0,39.71,0.0
50,AU-SA,True,125,125,1.0,125,6424.5,73.25,26.5,0.0
51,AU-SA,True,108,108,1.0,108,7400.25,69.25,33.66,0.0
52,AU-SA,True,111,111,1.0,111,12428.5,86.0,12.27,0.0
53,AU-SA,True,161,161,1.0,161,10940.75,87.0,36.99,0.0
54,AU-SA,True,109,109,1.0,109,2983.5,58.75,71.1,0.0
55,AU-SA,True,109,109,1.0,109,3449.75,63.0,53.41,0.0
56,AU-SA,True,149,149,1.0,149,3489.25,55.0,53.46,0.0
57,AU-SA,True,113,113,1.0,113,4663.0,48.5,44.14,0.0
58,AU-SA,True,116,116,1.0,116,12406.5,83.25,5.27,0.0
59,AU-SA,True,106,106,1.0,106,12250.5,73.75,6.76,0.0
60,AU-SA,True,108,108,1.0,108,2931.5,67.25,6.33,0.0
61,AU-SA,True,111,111,1.0,111,3549.25,78.75,10.56,0.0
62,AU-SA,True,95,95,1.0,95,3817.25,82.5,8.18,0.0
63,AU-SA,True,154,154,1.0,154,10720.75,92.25,36.6,0.0
64,AU-SA,True,123,123,1.0,123,6686.75,77.5,34.48,0.0
65,AU-SA,True,117,117,1.0,117,3762.5,51.75,28.18,0.0
66,AU-SA,True,131,131,1.0,131,17243.5,73.75,9.71,0.0
67,AU-SA,True,153,153,1.0,153,19732.75,81.25,22.71,0.0
68,AU-SA,True,110,110,1.0,110,11007.75,48.0,25.19,0.0
69,AU-SA,True,153,153,1.0,153,13925.0,68.75,42.33,0.0
70,AU-SA,True,104,104,1.0,104,19293.75,52.75,17.62,0.0
71,AU-SA,True,108,108,1.0,108,23210.5,68.75,14.51,0.0
72,AU-SA,True,142,142,1.0,142,5231.75,84.75,48.6,0.0
73,AU-SA,True,115,115,1.0,115,5363.75,75.75,37.82,0.0
74,AU-SA,True,124,124,1.0,124,4002.75,71.75,44.61,0.0
75,AU-SA,True,126,126,1.0,126,14819.5,99.25,9.17,0.0
76,AU-SA,True,100,100,1.0,100,20554.5,89.5,4.42,0.0
77,AU-SA,True,128,128,1.0,128,6166.75,71.5,52.45,0.0
78,AU-SA,True,110,110,1.0,110,5396.25,59.25,51.22,0.0
79,AU-SA,True,99,99,1.0,99,11159.75,55.5,11.21,0.0
80,AU-SA,True,116,116,1.0,116,11005.75,72.0,23.38,0.0
81,AU-SA,True,132,132,1.0,132,7260.25,74.25,63.76,0.0
82,AU-SA,True,123,123,1.0,123,7802.75,64.75,45.92,0.0
83,AU-SA,True,124,124,1.0,124,10751.75,66.25,46.01,0.0
84,AU-SA,True,126,126,1.0,126,10720.5,77.25,28.17,0.0
85,AU-SA,True,128,128,1.0,128,3307.25,57.0,71.96,0.0
86,AU-SA,True,119,119,1.0,119,10320.25,72.75,27.07,0.0
87,AU-SA,True,112,112,1.0,112,2781.5,55.5,33.04,0.0
88,AU-SA,True,127,127,1.0,127,3409.5,68.25,31.25,0.0
89,AU-SA,True,134,134,1.0,134,3131.75,67.75,23.16,0.0
90,AU-SA,True,111,111,1.0,111,5021.75,59.75,31.56,0.0
91,AU-SA,True,140,140,1.0,140,4826.0,63.0,36.8,0.0
92,AU-SA,True,150,150,1.0,150,4404.25,62.75,52.94,0.0
93,AU-SA,True,129,129,1.0,129,7833.0,77.0,38.2,0.0
94,AU-SA,True,115,115,1.0,115,9506.5,71.5,15.31,0.0
95,AU-SA,True,113,113,1.0,113,6289.75,61.0,31.06,0.0
96,AU-SA,True,109,109,1.0,109,15691.75,74.0,1.13,0.0
97,AU-SA,True,101,101,1.0,101,18016.75,69.25,13.02,0.0
98,AU-SA,True,85,85,1.0,85,19333.5,67.75,3.91,0.0
99,AU-SA,True,108,108,1.0,108,7335.5,55.75,55.23,0.0
100,AU-SA,True,122,122,1.0,122,18425.75,81.75,9.08,0.0
101,AU-SA,True,150,150,1.0,150,10348.5,81.75,46.3,0.0
102,AU-SA,True,99,99,1.0,99,9124.5,62.25,22.32,0.0
103,AU-SA,True,101,101,1.0,101,6861.25,59.25,29.95,0.0
104,AU-SA,True,147,147,1.0,147,5894.0,88.0,48.54,0.0
105,AU-SA,True,110,110,1.0,110,2922.0,56.0,14.53,0.0
106,AU-SA,True,143,143,1.0,143,4632.25,86.25,11.3,0.0
107,AU-SA,True,108,108,1.0,108,4341.5,70.75,5.48,0.0
108,AU-SA,True,112,112,1.0,112,4555.75,55.5,20.89,0.0
109,AU-SA,True,111,111,1.0,111,5367.5,74.0,15.13,0.0
110,AU-SA,True,131,131,1.0,131,3900.75,64.25,42.48,0.0
111,AU-SA,True,122,122,1.0,122,4503.75,68.0,33.81,0.0
112,AU-SA,True,106,106,1.0,106,7634.5,71.0,9.23,0.0
113,AU-SA,True,94,94,1.0,94,6912.75,71.5,15.21,0.0
114,AU-SA,True,98,98,1.0,98,7755.5,64.0,1.47,0.0
115,AU-SA,True,118,118,1.0,118,3667.25,57.75,34.44,0.0
116,AU-SA,True,105,105,1.0,105,4931.25,56.5,13.96,0.0
117,AU-SA,True,186,186,1.0,186,8699.25,93.5,12.02,0.0
118,AU-SA,True,128,128,1.0,128,2698.5,53.5,15.84,0.0
119,AU-SA,True,135,135,1.0,135,3880.0,70.0,14.12,0.0
120,AU-SA,True,107,107,1.0,107,12621.5,64.5,11.1,0.0
121,AU-SA,True,106,106,1.0,106,12594.25,57.0,9.17,0.0
122,AU-SA,True,100,100,1.0,100,10576.75,52.5,20.99,0.0
123,AU-SA,True,125,125,1.0,125,9315.25,69.25,17.63,0.0
124,AU-SA,True,96,96,1.0,96,13637.5,74.25,13.68,0.0
125,AU-SA,True,111,111,1.0,111,8640.0,63.0,28.32,0.0
126,AU-SA,True,123,123,1.0,123,11975.0,75.25,20.02,0.0
127,AU-SA,True,136,136,1.0,136,8349.25,81.75,43.66,0.0
128,AU-SA,True,123,123,1.0,123,6717.25,67.5,54.01,0.0
129,AU-SA,True,109,109,1.0,109,8186.0,94.25,19.19,0.0
130,AU-SA,True,125,125,1.0,125,6047.25,80.5,28.02,0.0
131,AU-SA,True,119,119,1.0,119,4171.0,61.25,31.39,0.0
132,AU-SA,True,152,152,1.0,152,7555.0,89.75,21.56,0.0
133,AU-SA,True,153,153,1.0,153,6492.5,80.0,27.59,0.0
134,AU-SA,True,104,104,1.0,104,5630.75,57.25,16.97,0.0
135,AU-SA,True,154,154,1.0,154,6224.0,76.25,28.67,0.0
136,AU-SA,True,116,116,1.0,116,5640.25,66.75,20.41,0.0
137,AU-SA,True,121,121,1.0,121,5746.0,64.0,9.18,0.0
138,AU-SA,True,110,110,1.0,110,10594.25,89.25,4.79,0.0
139,AU-SA,True,129,129,1.0,129,8425.5,81.75,20.32,0.0
140,AU-SA,True,111,111,1.0,111,8455.0,72.0,25.12,0.0
141,AU-SA,True,113,113,1.0,113,6126.75,62.75,16.43,0.0
142,AU-SA,True,112,112,1.0,112,8277.5,77.25,10.29,0.0
143,AU-SA,True,146,146,1.0,146,7301.5,77.25,13.64,0.0
144,AU-SA,True,117,117,1.0,117,3795.5,49.5,23.06,0.0
145,AU-SA,True,122,122,1.0,122,5469.0,65.5,6.48,0.0
146,AU-SA,True,107,107,1.0,107,5640.5,73.0,20.11,0.0
147,AU-SA,True,175,175,1.0,175,14400.25,79.0,8.82,0.0
148,AU-SA,True,102,102,1.0,102,8657.75,55.0,2.32,0.0
149,AU-SA,True,128,128,1.0,128,11791.25,71.75,5.83,0.0
150,AU-SA,True,112,112,1.0,112,7638.75,48.5,28.2,0.0
151,AU-SA,True,110,110,1.0,110,10016.5,59.25,15.25,0.0
152,AU-SA,True,121,121,1.0,121,11941.0,71.5,22.5,0.0
153,AU-SA,True,116,116,1.0,116,23370.25,103.25,9.48,0.0
154,AU-SA,True,83,83,1.0,83,18962.25,68.25,10.42,0.0
155,AU-SA,True,123,123,1.0,123,14955.25,84.25,22.13,0.0
156,AU-SA,True,117,117,1.0,117,5654.0,65.25,15.15,0.0
157,AU-SA,True,147,147,1.0,147,6040.75,81.25,20.5,0.0
158,AU-SA,True,100,100,1.0,100,6434.75,69.5,10.49,0.0
159,AU-SA,True,115,115,1.0,115,3888.75,83.75,9.51,0.0
160,AU-SA,True,114,114,1.0,114,3135.25,70.5,17.53,0.0
161,AU-SA,True,112,112,1.0,112,3359.25,75.5,7.53,0.0
162,AU-SA,True,120,120,1.0,120,7530.5,55.0,48.29,0.0
163,AU-SA,True,115,115,1.0,115,4387.25,57.5,62.99,0.0
164,AU-SA,True,115,115,1.0,115,9869.75,63.25,28.24,0.0
165,AU-SA,True,108,108,1.0,108,7611.5,50.5,18.81,0.0
166,AU-SA,True,110,110,1.0,110,11706.75,65.25,14.44,0.0
167,AU-SA,True,155,155,1.0,155,15302.25,82.25,13.71,0.0
168,AU-SA,True,124,124,1.0,124,10030.0,75.25,7.98,0.0
169,AU-SA,True,110,110,1.0,110,10832.0,70.75,18.82,0.0
170,AU-SA,True,113,113,1.0,113,7047.75,60.5,25.0,0.0
171,AU-SA,True,132,132,1.0,132,8328.5,84.5,35.21,0.0
172,AU-SA,True,108,108,1.0,108,7556.0,68.0,37.38,0.0
173,AU-SA,True,134,134,1.0,134,5129.0,60.0,47.06,0.0
174,AU-SA,True,104,104,1.0,104,16073.0,59.25,10.29,0.0
175,AU-SA,True,115,115,1.0,115,8151.75,56.5,43.5,0.0
176,AU-SA,True,114,114,1.0,114,13426.75,72.5,28.21,0.0
177,AU-SA,True,113,113,1.0,113,10535.25,59.0,22.0,0.0
178,AU-SA,True,116,116,1.0,116,9658.25,69.5,33.41,0.0
179,AU-SA,True,124,124,1.0,124,9712.75,69.75,24.97,0.0
180,AU-SA,True,110,110,1.0,110,9081.5,76.0,45.12,0.0
181,AU-SA,True,147,147,1.0,147,7897.75,76.75,52.76,0.0
182,AU-SA,True,102,102,1.0,102,11339.75,69.0,26.76,0.0
183,AU-SA,True,121,121,1.0,121,4419.0,55.5,48.23,0.0
184,AU-SA,True,99,99,1.0,99,12956.5,76.75,5.22,0.0
185,AU-SA,True,111,111,1.0,111,6885.25,53.25,6.51,0.0
186,AU-SA,True,89,89,1.0,89,2837.5,54.0,9.43,0.0
187,AU-SA,True,112,112,1.0,112,4832.5,84.75,9.69,0.0
188,AU-SA,True,123,123,1.0,123,6428.75,87.75,2.42,0.0
189,AU-SA,True,108,108,1.0,108,11113.75,56.0,12.2,0.0
190,AU-SA,True,128,128,1.0,128,13804.5,78.5,28.99,0.0
191,AU-SA,True,120,120,1.0,120,9344.75,57.5,29.66,0.0
192,AU-SA,True,122,122,1.0,122,25286.0,88.25,7.63,0.0
193,AU-SA,True,113,113,1.0,113,14251.75,61.25,30.62,0.0
194,AU-SA,True,111,111,1.0,111,17848.0,67.0,14.98,0.0
195,AU-SA,True,125,125,1.0,125,6068.5,67.75,19.61,0.0
196,AU-SA,True,113,113,1.0,113,5402.25,59.0,25.73,0.0
197,AU-SA,True,103,103,1.0,103,9204.75,73.0,13.92,0.0
198,AU-SA,True,98,98,1.0,98,11464.25,71.75,11.52,0.0
199,AU-SA,True,124,124,1.0,124,6733.75,54.5,20.97,0.0
200,AU-SA,True,150,150,1.0,150,12782.25,81.25,16.15,0.0
201,AU-SA,True,114,114,1.0,114,4721.0,58.5,45.8,0.0
202,AU-SA,True,105,105,1.0,105,8077.75,66.5,16.37,0.0
203,AU-SA,True,109,109,1.0,109,11312.25,82.25,22.91,0.0
204,AU-SA,True,108,108,1.0,108,3677.25,53.5,43.21,0.0
205,AU-SA,True,99,99,1.0,99,11376.75,85.25,13.82,0.0
206,AU-SA,True,107,107,1.0,107,6786.25,76.25,34.69,0.0
207,AU-SA,True,130,130,1.0,130,9118.25,82.0,42.77,0.0
208,AU-SA,True,110,110,1.0,110,6095.0,65.25,46.21,0.0
209,AU-SA,True,117,117,1.0,117,6910.0,71.75,44.34,0.0
210,AU-SA,True,185,185,1.0,185,15002.75,82.5,35.98,0.0
211,AU-SA,True,113,113,1.0,113,20325.0,76.75,-0.31,0.0
212,AU-SA,True,100,100,1.0,100,12038.75,45.0,21.33,0.0
213,AU-SA,True,123,123,1.0,123,15767.0,77.5,14.13,0.0
214,AU-SA,True,114,114,1.0,114,13700.5,66.75,11.32,0.0
215,AU-SA,True,120,120,1.0,120,16678.5,84.0,9.94,0.0
216,AU-SA,True,110,110,1.0,110,13894.0,79.0,15.74,0.0
217,AU-SA,True,113,113,1.0,113,14739.75,84.0,14.98,0.0
218,AU-SA,True,101,101,1.0,101,10405.75,57.75,21.53,0.0
219,AU-SA,True,103,103,1.0,103,4863.75,93.0,18.04,0.0
220,AU-SA,True,150,150,1.0,150,4172.75,74.75,27.54,0.0
221,AU-SA,True,123,123,1.0,123,2384.5,61.25,36.5,0.0
222,AU-SA,True,110,110,1.0,110,11535.25,80.0,19.16,0.0
223,AU-SA,True,117,117,1.0,117,7652.25,61.25,25.65,0.0
224,AU-SA,True,130,130,1.0,130,7878.25,65.5,28.27,0.0
225,AU-SA,True,126,126,1.0,126,10591.75,76.75,20.57,0.0
226,AU-SA,True,116,116,1.0,116,9311.0,74.0,38.16,0.0
227,AU-SA,True,107,107,1.0,107,13415.25,75.75,6.05,0.0
228,AU-SA,True,136,136,1.0,136,16119.75,90.0,15.73,0.0
229,AU-SA,True,128,128,1.0,128,11211.25,73.25,21.94,0.0
230,AU-SA,True,106,106,1.0,106,14676.25,70.0,7.66,0.0
231,AU-SA,True,107,107,1.0,107,13064.0,68.5,16.42,0.0
232,AU-SA,True,130,130,1.0,130,7777.0,67.0,48.33,0.0
233,AU-SA,True,117,117,1.0,117,8727.25,57.75,34.39,0.0
234,AU-SA,True,95,95,1.0,95,3892.0,64.75,11.05,0.0
235,AU-SA,True,129,129,1.0,129,2404.25,55.5,28.02,0.0
236,AU-SA,True,100,100,1.0,100,2670.5,59.0,26.26,0.0
237,AU-SA,True,115,115,1.0,115,5157.5,75.75,9.34,0.0
238,AU-SA,True,123,123,1.0,123,4436.0,71.0,14.86,0.0
239,AU-SA,True,100,100,1.0,100,4901.75,67.5,11.01,0.0
240,AU-SA,True,120,120,1.0,120,9438.25,69.25,27.83,0.0
241,AU-SA,True,112,112,1.0,112,13176.0,73.0,10.68,0.0
242,AU-SA,True,155,155,1.0,155,5922.25,80.75,54.37,0.0
243,AU-SA,True,128,128,1.0,128,6156.5,82.0,4.42,0.0
244,AU-SA,True,104,104,1.0,104,4785.25,65.5,6.43,0.0
245,AU-SA,True,102,102,1.0,102,5064.0,65.25,5.32,0.0
246,AU-SA,True,121,121,1.0,121,3549.5,67.75,22.3,0.0
247,AU-SA,True,83,83,1.0,83,3683.0,67.75,18.8,0.0
248,AU-SA,True,114,114,1.0,114,3132.5,61.25,18.22,0.0
249,AU-SA,True,131,131,1.0,131,13813.25,74.25,30.71,0.0
250,AU-SA,True,116,116,1.0,116,17608.0,81.75,17.55,0.0
251,AU-SA,True,113,113,1.0,113,11087.25,57.75,13.83,0.0
252,AU-SA,True,155,155,1.0,155,8044.5,65.0,57.45,0.0
253,AU-SA,True,104,104,1.0,104,23775.25,72.75,2.0,0.0
254,AU-SA,True,116,116,1.0,116,11086.75,64.0,30.87,0.0
255,AU-SA,True,108,108,1.0,108,8235.75,66.5,41.26,0.0
256,AU-SA,True,114,114,1.0,114,10127.0,66.0,17.79,0.0
257,AU-SA,True,107,107,1.0,107,11883.5,63.25,5.94,0.0
258,AU-SA,True,104,104,1.0,104,5075.0,58.0,15.38,0.0
259,AU-SA,True,117,117,1.0,117,4485.25,55.75,10.03,0.0
260,AU-SA,True,123,123,1.0,123,5920.5,72.0,15.59,0.0
261,AU-SA,True,142,142,1.0,142,9142.75,85.5,21.7,0.0
262,AU-SA,True,123,123,1.0,123,7178.5,79.75,27.28,0.0
263,AU-SA,True,135,135,1.0,135,5191.5,50.5,22.9,0.0
264,AU-SA,True,106,106,1.0,106,20773.75,79.25,1.41,0.0
265,AU-SA,True,123,123,1.0,123,7613.5,54.0,33.57,0.0
266,AU-SA,True,113,113,1.0,113,9246.25,52.0,39.94,0.0
267,AU-SA,True,101,101,1.0,101,14130.25,61.0,18.87,0.0
268,AU-SA,True,138,138,1.0,138,8660.5,63.25,43.12,0.0
269,AU-SA,True,137,137,1.0,137,11975.5,78.75,35.88,0.0
270,AU-SA,True,151,151,1.0,151,9493.0,88.0,46.38,0.0
271,AU-SA,True,127,127,1.0,127,9812.25,69.75,31.62,0.0
272,AU-SA,True,124,124,1.0,124,15839.0,84.5,26.09,0.0
273,AU-SA,True,117,117,1.0,117,4368.75,70.0,9.04,0.0
274,AU-SA,True,106,106,1.0,106,4309.25,69.0,8.04,0.0
275,AU-SA,True,123,123,1.0,123,4545.25,75.0,6.48,0.0
276,AU-SA,True,100,100,1.0,100,16403.5,61.25,17.53,0.0
277,AU-SA,True,100,100,1.0,100,25231.5,59.75,2.81,0.0
278,AU-SA,True,119,119,1.0,119,19493.25,77.25,22.9,0.0
279,AU-SA,True,131,131,1.0,131,8258.5,70.5,42.55,0.0
280,AU-SA,True,150,150,1.0,150,7789.0,75.0,61.94,0.0
281,AU-SA,True,84,84,1.0,84,18282.0,49.5,3.58,0.0
282,AU-SA,True,111,111,1.0,111,9809.5,68.75,6.78,0.0
283,AU-SA,True,132,132,1.0,132,3805.75,58.75,54.14,0.0
284,AU-SA,True,145,145,1.0,145,8973.25,82.75,31.51,0.0
285,AU-SA,True,116,116,1.0,116,13350.5,59.75,22.86,0.0
286,AU-SA,True,115,115,1.0,115,22922.0,84.25,3.87,0.0
287,AU-SA,True,122,122,1.0,122,3984.75,54.5,65.49,0.0
288,AU-SA,True,112,112,1.0,112,13257.25,71.5,25.2,0.0
289,AU-SA,True,103,103,1.0,103,18732.25,71.25,8.5,0.0
290,AU-SA,True,116,116,1.0,116,15307.0,70.5,9.74,0.0
291,AU-SA,True,128,128,1.0,128,3220.75,48.25,75.5,0.0
292,AU-SA,True,87,87,1.0,87,18830.25,58.5,7.2,0.0
293,AU-SA,True,135,135,1.0,135,7521.25,64.0,58.18,0.0
294,AU-SA,True,108,108,1.0,108,9517.25,60.25,16.33,0.0
295,AU-SA,True,109,109,1.0,109,9093.75,64.0,13.28,0.0
296,AU-SA,True,105,105,1.0,105,14282.0,75.0,7.89,0.0
297,AU-SA,True,111,111,1.0,111,14966.75,65.5,22.81,0.0
298,AU-SA,True,135,135,1.0,135,9501.5,63.5,35.45,0.0
299,AU-SA,True,106,106,1.0,106,18476.0,69.0,20.95,0.0
300,AU-SA,True,119,119,1.0,119,16909.5,65.25,22.22,0.0
301,AU-SA,True,110,110,1.0,110,15732.75,64.25,23.48,0.0
302,AU-SA,True,128,128,1.0,128,11887.25,63.5,29.5,0.0
303,AU-SA,True,147,147,1.0,147,24902.75,90.75,19.52,0.0
304,AU-SA,True,104,104,1.0,104,25008.0,69.5,9.23,0.0
305,AU-SA,True,104,104,1.0,104,22086.25,65.25,11.68,0.0
306,AU-SA,True,142,142,1.0,142,16602.0,83.5,24.13,0.0
307,AU-SA,True,125,125,1.0,125,13587.75,73.75,30.32,0.0
308,AU-SA,True,106,106,1.0,106,10788.25,46.5,19.96,0.0
309,AU-SA,True,155,155,1.0,155,16693.0,83.5,29.08,0.0
310,AU-SA,True,123,123,1.0,123,17213.0,79.5,21.27,0.0
311,AU-SA,True,129,129,1.0,129,12594.5,72.75,38.48,0.0
312,AU-SA,True,133,133,1.0,133,9736.75,70.25,52.84,0.0
313,AU-SA,True,105,105,1.0,105,19652.25,64.25,15.82,0.0
314,AU-SA,True,137,137,1.0,137,29255.5,104.25,3.83,0.0
315,AU-SA,True,132,132,1.0,132,12604.0,70.75,27.97,0.0
316,AU-SA,True,112,112,1.0,112,9164.75,52.25,22.87,0.0
317,AU-SA,True,135,135,1.0,135,12714.25,83.5,34.46,0.0
318,AU-SA,True,113,113,1.0,113,9856.0,59.5,15.39,0.0
319,AU-SA,True,104,104,1.0,104,10270.0,60.25,8.95,0.0
320,AU-SA,True,120,120,1.0,120,10384.0,70.0,21.79,0.0
321,AU-SA,True,123,123,1.0,123,10292.25,65.5,34.52,0.0
322,AU-SA,True,102,102,1.0,102,13859.75,60.75,10.71,0.0
323,AU-SA,True,191,191,1.0,191,10629.75,75.75,29.58,0.0
324,AU-SA,True,120,120,1.0,120,5521.0,63.75,42.83,0.0
325,AU-SA,True,109,109,1.0,109,7612.75,60.5,21.53,0.0
326,AU-SA,True,110,110,1.0,110,9963.0,72.25,6.76,0.0
327,AU-SA,True,130,130,1.0,130,6494.5,77.75,24.35,0.0
328,AU-SA,True,115,115,1.0,115,6951.5,71.75,16.69,0.0
329,AU-SA,True,123,123,1.0,123,4713.25,62.25,22.36,0.0
330,AU-SA,True,109,109,1.0,109,12104.75,66.75,26.57,0.0
331,AU-SA,True,174,174,1.0,174,14298.25,87.25,34.91,0.0
332,AU-SA,True,120,120,1.0,120,9233.0,63.0,28.18,0.0
333,AU-SA,True,138,138,1.0,138,12585.5,82.5,20.62,0.0
334,AU-SA,True,101,101,1.0,101,11871.25,67.75,16.64,0.0
335,AU-SA,True,102,102,1.0,102,13703.0,73.0,10.4,0.0
336,AU-SA,True,102,102,1.0,102,4884.25,65.25,61.51,0.0
337,AU-SA,True,118,118,1.0,118,5853.75,74.25,45.42,0.0
338,AU-SA,True,129,129,1.0,129,4065.5,78.5,72.91,0.0
339,AU-SA,True,102,102,1.0,102,4228.25,76.0,17.21,0.0
340,AU-SA,True,120,120,1.0,120,4298.25,65.75,16.17,0.0
341,AU-SA,True,114,114,1.0,114,4291.75,71.0,18.95,0.0
342,AU-SA,True,164,164,1.0,164,14327.25,83.5,29.35,0.0
343,AU-SA,True,138,138,1.0,138,9670.5,66.75,37.88,0.0
344,AU-SA,True,108,108,1.0,108,11318.25,57.0,19.63,0.0
345,AU-SA,True,120,120,1.0,120,14435.75,57.0,8.95,0.0
346,AU-SA,True,117,117,1.0,117,15476.5,61.75,10.67,0.0
347,AU-SA,True,115,115,1.0,115,14720.5,56.25,15.66,0.0
348,AU-SA,True,112,112,1.0,112,6972.25,47.75,25.1,0.0
349,AU-SA,True,98,98,1.0,98,9549.0,46.0,13.99,0.0
350,AU-SA,True,111,111,1.0,111,9773.25,60.5,23.66,0.0
351,AU-SA,True,126,126,1.0,126,15034.75,73.5,19.38,0.0
352,AU-SA,True,122,122,1.0,122,12268.25,64.25,34.83,0.0
353,AU-SA,True,141,141,1.0,141,11350.75,65.25,41.98,0.0
354,AU-SA,True,100,100,1.0,100,24282.25,73.25,2.84,0.0
355,AU-SA,True,136,136,1.0,136,13206.5,67.5,33.41,0.0
356,AU-SA,True,113,113,1.0,113,12356.5,54.5,17.37,0.0
357,AU-SA,True,107,107,1.0,107,7556.5,72.25,25.04,0.0
358,AU-SA,True,117,117,1.0,117,7457.25,80.5,17.65,0.0
359,AU-SA,True,124,124,1.0,124,4690.5,65.0,46.74,0.0
360,AU-SA,True,109,109,1.0,109,8877.0,83.75,12.64,0.0
361,AU-SA,True,113,113,1.0,113,7882.25,73.25,1.87,0.0
362,AU-SA,True,127,127,1.0,127,5359.75,65.25,24.03,0.0
363,AU-SA,True,96,96,1.0,96,10832.0,74.75,9.46,0.0
364,AU-SA,True,121,121,1.0,121,10119.75,85.75,8.83,0.0
365,AU-SA,True,136,136,1.0,136,7744.25,71.25,21.68,0.0
366,AU-SA,True,99,99,1.0,99,13170.5,70.0,5.38,0.0
367,AU-SA,True,106,106,1.0,106,17179.0,78.5,2.07,0.0
368,AU-SA,True,101,101,1.0,101,13898.5,68.75,8.33,0.0
369,AU-SA,True,112,112,1.0,112,16145.25,73.75,23.8,0.0
370,AU-SA,True,123,123,1.0,123,14955.5,73.5,16.86,0.0
371,AU-SA,True,133,133,1.0,133,12993.5,76.25,19.11,0.0
372,AU-SA,True,83,83,1.0,83,19193.5,72.25,2.06,0.0
373,AU-SA,True,182,182,1.0,182,9624.25,80.5,37.73,0.0
374,AU-SA,True,105,105,1.0,105,16165.5,70.5,4.89,0.0
375,AU-SA,True,114,114,1.0,114,6479.25,59.75,28.76,0.0
376,AU-SA,True,110,110,1.0,110,7212.25,64.0,25.43,0.0
377,AU-SA,True,111,111,1.0,111,9895.25,71.5,12.47,0.0
378,AU-SA,True,115,115,1.0,115,8873.25,63.0,21.01,0.0
379,AU-SA,True,124,124,1.0,124,12485.25,85.25,13.67,0.0
380,AU-SA,True,145,145,1.0,145,10825.25,73.75,19.91,0.0
381,AU-SA,True,93,93,1.0,93,8415.25,47.5,8.36,0.0
382,AU-SA,True,109,109,1.0,109,10130.75,70.0,13.26,0.0
383,AU-SA,True,153,153,1.0,153,9169.75,72.75,24.49,0.0
384,AU-SA,True,163,163,1.0,163,11250.5,70.5,21.51,0.0
385,AU-SA,True,112,112,1.0,112,7901.5,56.25,26.73,0.0
386,AU-SA,True,118,118,1.0,118,6210.25,50.75,32.4,0.0
387,AU-SA,True,126,126,1.0,126,14274.25,75.25,18.94,0.0
388,AU-SA,True,123,123,1.0,123,10240.25,66.5,36.06,0.0
389,AU-SA,True,104,104,1.0,104,16181.25,69.5,10.72,0.0
390,AU-SA,True,130,130,1.0,130,12142.5,61.75,38.59,0.0
391,AU-SA,True,114,114,1.0,114,13909.75,60.0,25.36,0.0
392,AU-SA,True,145,145,1.0,145,20934.0,87.5,27.83,0.0
393,AU-SA,True,122,122,1.0,122,17963.5,63.5,7.88,0.0
394,AU-SA,True,130,130,1.0,130,20564.25,78.0,23.01,0.0
395,AU-SA,True,99,99,1.0,99,31444.25,72.75,5.31,0.0
396,AU-SA,True,105,105,1.0,105,26974.0,73.5,8.67,0.0
397,AU-SA,True,99,99,1.0,99,35300.5,87.75,2.11,0.0
398,AU-SA,True,111,111,1.0,111,22659.75,72.0,19.22,0.0
399,AU-SA,True,105,105,1.0,105,21171.5,62.75,3.07,0.0
400,AU-SA,True,82,82,1.0,82,21410.0,57.25,1.97,0.0
401,AU-SA,True,129,129,1.0,129,28850.5,93.0,0.98,0.0
402,AU-SA,True,113,113,1.0,113,26119.0,76.0,9.12,0.0
403,AU-SA,True,119,119,1.0,119,21605.25,70.0,5.75,0.0
404,AU-SA,True,103,103,1.0,103,26575.75,68.5,4.51,0.0
405,AU-SA,True,137,137,1.0,137,24607.0,93.25,13.22,0.0
