Instance,Location,IsCarbonAware,MaxMakeSpan,MinMakeSpan,SlackCoeff,Makespan,CarbonConsumption(g),EnergyConsumption(kWh),CarbonSavings(%),EnergySavings(%)
880,TEX,True,149,149,1.0,149,20258.5,72.25,10.85,0.0
881,TEX,True,153,153,1.0,153,24374.5,85.0,9.95,0.0
882,TEX,True,111,111,1.0,111,17340.75,58.5,8.95,0.0
883,TEX,True,119,119,1.0,119,23926.75,78.0,2.26,0.0
884,TEX,True,101,101,1.0,101,29377.25,97.5,2.7,0.0
885,TEX,True,121,121,1.0,121,21142.0,56.75,7.48,0.0
886,TEX,True,126,126,1.0,126,26194.25,69.5,5.94,0.0
887,TEX,True,124,124,1.0,124,28982.25,74.5,6.05,0.0
888,TEX,True,105,105,1.0,105,26844.5,67.0,4.4,0.0
889,TEX,True,109,109,1.0,109,24000.5,60.75,6.13,0.0
890,TEX,True,130,130,1.0,130,30752.25,80.5,5.03,0.0
891,TEX,True,128,128,1.0,128,24359.75,76.75,6.63,0.0
892,TEX,True,118,118,1.0,118,17342.0,54.75,8.15,0.0
893,TEX,True,149,149,1.0,149,21255.0,66.5,7.38,0.0
894,TEX,True,119,119,1.0,119,37441.75,97.25,2.86,0.0
895,TEX,True,102,102,1.0,102,19344.25,51.0,6.04,0.0
896,TEX,True,124,124,1.0,124,21286.5,58.75,8.46,0.0
897,TEX,True,122,122,1.0,122,34741.25,76.75,4.78,0.0
898,TEX,True,140,140,1.0,140,35377.75,77.5,6.77,0.0
899,TEX,True,103,103,1.0,103,26404.0,60.75,6.52,0.0
900,TEX,True,117,117,1.0,117,19188.25,55.5,13.74,0.0
901,TEX,True,96,96,1.0,96,19717.5,54.5,15.7,0.0
902,TEX,True,151,151,1.0,151,23856.5,71.0,18.28,0.0
903,TEX,True,107,107,1.0,107,22028.5,69.25,3.39,0.0
904,TEX,True,133,133,1.0,133,24556.0,80.25,7.21,0.0
905,TEX,True,132,132,1.0,132,24025.0,77.5,5.19,0.0
906,TEX,True,138,138,1.0,138,24042.5,81.0,4.98,0.0
907,TEX,True,98,98,1.0,98,21922.75,73.75,3.34,0.0
908,TEX,True,99,99,1.0,99,18530.25,62.0,4.92,0.0
909,TEX,True,120,120,1.0,120,21979.75,69.25,3.71,0.0
910,TEX,True,122,122,1.0,122,29796.75,86.25,0.83,0.0
911,TEX,True,104,104,1.0,104,24194.0,80.25,5.72,0.0
912,TEX,True,134,134,1.0,134,32231.25,77.25,4.22,0.0
913,TEX,True,118,118,1.0,118,38837.75,91.5,3.2,0.0
914,TEX,True,97,97,1.0,97,20158.0,49.5,4.24,0.0
915,TEX,True,130,130,1.0,130,25752.5,67.0,13.04,0.0
916,TEX,True,119,119,1.0,119,25674.0,63.75,10.57,0.0
917,TEX,True,150,150,1.0,150,28904.5,77.5,14.67,0.0
918,TEX,True,112,112,1.0,112,21993.25,68.25,7.79,0.0
919,TEX,True,104,104,1.0,104,20616.25,63.0,6.95,0.0
920,TEX,True,111,111,1.0,111,21530.75,66.75,8.97,0.0
921,TEX,True,148,148,1.0,148,24000.0,80.75,9.93,0.0
922,TEX,True,110,110,1.0,110,17551.5,59.0,10.72,0.0
923,TEX,True,138,138,1.0,138,14604.75,50.5,14.62,0.0
924,TEX,True,96,96,1.0,96,16068.75,50.0,7.44,0.0
925,TEX,True,129,129,1.0,129,26154.25,77.0,5.77,0.0
926,TEX,True,120,120,1.0,120,28819.25,82.75,5.42,0.0
927,TEX,True,110,110,1.0,110,23428.5,64.25,9.31,0.0
928,TEX,True,112,112,1.0,112,29558.0,78.25,5.83,0.0
929,TEX,True,118,118,1.0,118,24010.0,69.25,9.3,0.0
930,TEX,True,128,128,1.0,128,24778.0,84.75,6.07,0.0
931,TEX,True,147,147,1.0,147,27365.5,90.25,4.33,0.0
932,TEX,True,105,105,1.0,105,22511.0,72.25,0.12,0.0
933,TEX,True,118,118,1.0,118,29287.25,76.0,3.12,0.0
934,TEX,True,104,104,1.0,104,22105.25,60.0,5.42,0.0
935,TEX,True,129,129,1.0,129,33083.75,82.0,2.15,0.0
936,TEX,True,107,107,1.0,107,26220.25,72.75,5.46,0.0
937,TEX,True,102,102,1.0,102,27443.5,76.5,5.35,0.0
938,TEX,True,83,83,1.0,83,26866.5,73.75,1.21,0.0
939,TEX,True,115,115,1.0,115,20639.5,57.0,14.28,0.0
940,TEX,True,156,156,1.0,156,30576.25,76.0,10.34,0.0
941,TEX,True,109,109,1.0,109,29782.5,77.0,7.03,0.0
942,TEX,True,110,110,1.0,110,27262.25,63.5,10.63,0.0
943,TEX,True,158,158,1.0,158,36934.75,82.5,9.72,0.0
944,TEX,True,108,108,1.0,108,35580.0,81.5,3.05,0.0
945,TEX,True,129,129,1.0,129,33752.0,84.0,17.01,0.0
946,TEX,True,124,124,1.0,124,32483.0,79.25,10.19,0.0
947,TEX,True,118,118,1.0,118,23876.0,60.25,13.35,0.0
948,TEX,True,120,120,1.0,120,18004.0,66.5,10.14,0.0
949,TEX,True,100,100,1.0,100,14024.75,53.25,8.61,0.0
950,TEX,True,100,100,1.0,100,15471.0,58.25,13.38,0.0
951,TEX,True,113,113,1.0,113,15125.75,44.75,4.63,0.0
952,TEX,True,96,96,1.0,96,13678.25,50.0,6.14,0.0
953,TEX,True,97,97,1.0,97,15815.25,56.75,7.36,0.0
954,TEX,True,160,160,1.0,160,28430.75,97.75,19.66,0.0
955,TEX,True,125,125,1.0,125,22171.75,72.25,18.07,0.0
956,TEX,True,132,132,1.0,132,34645.0,103.5,7.53,0.0
957,TEX,True,141,141,1.0,141,17814.5,76.5,15.87,0.0
958,TEX,True,108,108,1.0,108,15229.5,63.5,17.73,0.0
959,TEX,True,124,124,1.0,124,19285.75,79.25,13.83,0.0
960,TEX,True,103,103,1.0,103,20740.0,82.75,3.48,0.0
961,TEX,True,118,118,1.0,118,19735.5,79.5,9.87,0.0
962,TEX,True,107,107,1.0,107,15983.25,66.5,8.88,0.0
963,TEX,True,114,114,1.0,114,19095.5,55.0,8.33,0.0
964,TEX,True,109,109,1.0,109,20091.25,54.25,3.49,0.0
965,TEX,True,113,113,1.0,113,27823.25,70.5,1.33,0.0
966,TEX,True,89,89,1.0,89,14311.5,54.75,3.52,0.0
967,TEX,True,108,108,1.0,108,15993.5,58.25,5.2,0.0
968,TEX,True,124,124,1.0,124,19785.5,69.0,5.13,0.0
969,TEX,True,113,113,1.0,113,19001.5,65.5,12.07,0.0
970,TEX,True,105,105,1.0,105,16386.75,60.25,10.45,0.0
971,TEX,True,99,99,1.0,99,13976.5,55.0,7.74,0.0
972,TEX,True,107,107,1.0,107,22587.75,78.25,7.67,0.0
973,TEX,True,113,113,1.0,113,18301.75,56.5,8.93,0.0
974,TEX,True,118,118,1.0,118,22278.25,69.5,11.18,0.0
975,TEX,True,147,147,1.0,147,26359.5,67.0,15.05,0.0
976,TEX,True,120,120,1.0,120,25037.5,67.75,13.36,0.0
977,TEX,True,123,123,1.0,123,31814.25,79.5,6.73,0.0
978,TEX,True,116,116,1.0,116,24082.5,74.5,14.24,0.0
979,TEX,True,116,116,1.0,116,22140.5,70.25,18.73,0.0
980,TEX,True,98,98,1.0,98,21484.25,62.25,13.9,0.0
981,TEX,True,127,127,1.0,127,15395.0,82.5,16.92,0.0
982,TEX,True,113,113,1.0,113,9221.25,52.25,23.0,0.0
983,TEX,True,125,125,1.0,125,10952.75,62.5,24.36,0.0
984,TEX,True,130,130,1.0,130,13303.25,78.75,16.47,0.0
985,TEX,True,100,100,1.0,100,8475.5,55.5,14.23,0.0
986,TEX,True,135,135,1.0,135,13764.0,79.75,13.83,0.0
987,TEX,True,120,120,1.0,120,25735.0,78.75,1.7,0.0
988,TEX,True,84,84,1.0,84,14017.25,64.0,5.25,0.0
989,TEX,True,155,155,1.0,155,24527.25,78.0,2.1,0.0
990,TEX,True,132,132,1.0,132,22108.0,76.5,18.51,0.0
991,TEX,True,92,92,1.0,92,17868.5,55.25,15.61,0.0
992,TEX,True,107,107,1.0,107,22119.75,68.75,11.91,0.0
993,TEX,True,118,118,1.0,118,20891.5,86.0,3.05,0.0
994,TEX,True,123,123,1.0,123,15048.75,64.25,9.13,0.0
995,TEX,True,68,68,1.0,68,18906.5,71.0,0.49,0.0
996,TEX,True,128,128,1.0,128,32078.75,82.25,5.31,0.0
997,TEX,True,113,113,1.0,113,19224.75,54.0,2.72,0.0
998,TEX,True,131,131,1.0,131,24552.75,62.25,3.53,0.0
999,TEX,True,117,117,1.0,117,21944.5,69.75,17.6,0.0
1000,TEX,True,107,107,1.0,107,13716.0,47.0,30.07,0.0
1001,TEX,True,116,116,1.0,116,16970.25,55.5,23.01,0.0
1002,TEX,True,108,108,1.0,108,23568.0,58.0,5.46,0.0
1003,TEX,True,143,143,1.0,143,27633.25,73.25,9.58,0.0
1004,TEX,True,111,111,1.0,111,27045.0,75.75,3.81,0.0
1005,TEX,True,88,88,1.0,88,25169.5,62.75,7.55,0.0
1006,TEX,True,142,142,1.0,142,23084.25,59.5,14.54,0.0
1007,TEX,True,103,103,1.0,103,19413.75,52.25,12.25,0.0
1008,TEX,True,102,102,1.0,102,23547.25,60.5,5.1,0.0
1009,TEX,True,99,99,1.0,99,22296.25,58.25,9.01,0.0
1010,TEX,True,113,113,1.0,113,23726.0,60.75,8.65,0.0
1011,TEX,True,98,98,1.0,98,21306.5,58.0,11.83,0.0
1012,TEX,True,90,90,1.0,90,19462.25,53.75,8.76,0.0
1013,TEX,True,139,139,1.0,139,27850.75,79.25,8.93,0.0
1014,TEX,True,109,109,1.0,109,25241.5,61.5,4.23,0.0
1015,TEX,True,95,95,1.0,95,28394.75,70.25,3.36,0.0
1016,TEX,True,131,131,1.0,131,29202.0,67.5,2.87,0.0
1017,TEX,True,116,116,1.0,116,32150.5,84.0,9.07,0.0
1018,TEX,True,100,100,1.0,100,28768.5,76.0,4.47,0.0
1019,TEX,True,118,118,1.0,118,20426.5,52.75,3.63,0.0
1020,TEX,True,110,110,1.0,110,29358.75,68.75,5.31,0.0
1021,TEX,True,105,105,1.0,105,23423.0,55.0,6.95,0.0
1022,TEX,True,109,109,1.0,109,25629.25,60.25,3.28,0.0
1023,TEX,True,119,119,1.0,119,35693.75,73.0,1.63,0.0
1024,TEX,True,97,97,1.0,97,35460.25,71.75,0.9,0.0
1025,TEX,True,113,113,1.0,113,31592.0,64.0,0.75,0.0
1026,TEX,True,122,122,1.0,122,28861.25,86.25,5.38,0.0
1027,TEX,True,126,126,1.0,126,23185.25,73.0,14.74,0.0
1028,TEX,True,109,109,1.0,109,19215.75,59.75,12.72,0.0
1029,TEX,True,118,118,1.0,118,19613.0,67.25,9.12,0.0
1030,TEX,True,109,109,1.0,109,18214.0,61.5,9.4,0.0
1031,TEX,True,126,126,1.0,126,19146.5,65.0,11.4,0.0
1032,TEX,True,119,119,1.0,119,16083.0,54.0,8.99,0.0
1033,TEX,True,97,97,1.0,97,15067.5,60.0,7.86,0.0
1034,TEX,True,93,93,1.0,93,19487.75,75.75,6.01,0.0
1035,TEX,True,113,113,1.0,113,27436.75,82.0,8.15,0.0
1036,TEX,True,102,102,1.0,102,20404.5,62.25,14.91,0.0
1037,TEX,True,117,117,1.0,117,20953.5,68.25,14.71,0.0
1038,TEX,True,122,122,1.0,122,23039.5,91.0,9.74,0.0
1039,TEX,True,102,102,1.0,102,13698.0,57.75,14.51,0.0
1040,TEX,True,138,138,1.0,138,20671.0,86.0,12.78,0.0
1041,TEX,True,108,108,1.0,108,17445.25,62.25,4.43,0.0
1042,TEX,True,112,112,1.0,112,17692.5,63.0,4.77,0.0
1043,TEX,True,96,96,1.0,96,13679.0,48.75,2.89,0.0
1044,TEX,True,142,142,1.0,142,17604.25,57.0,9.93,0.0
1045,TEX,True,101,101,1.0,101,19378.0,53.0,4.69,0.0
1046,TEX,True,116,116,1.0,116,28103.0,69.5,1.88,0.0
1047,TEX,True,137,137,1.0,137,17344.25,72.25,12.17,0.0
1048,TEX,True,111,111,1.0,111,13936.5,56.5,11.04,0.0
1049,TEX,True,141,141,1.0,141,20327.0,82.5,15.9,0.0
1050,TEX,True,132,132,1.0,132,29604.25,75.25,3.23,0.0
1051,TEX,True,114,114,1.0,114,26955.5,76.25,5.24,0.0
1052,TEX,True,115,115,1.0,115,17678.25,51.0,4.44,0.0
1053,TEX,True,105,105,1.0,105,18039.75,54.5,16.33,0.0
1054,TEX,True,150,150,1.0,150,25763.0,85.75,20.52,0.0
1055,TEX,True,141,141,1.0,141,23608.5,78.0,16.51,0.0
1056,TEX,True,110,110,1.0,110,18752.0,50.5,4.11,0.0
1057,TEX,True,117,117,1.0,117,21939.75,74.25,12.0,0.0
1058,TEX,True,103,103,1.0,103,21335.5,71.5,3.62,0.0
1059,TEX,True,140,140,1.0,140,22321.0,65.75,13.69,0.0
1060,TEX,True,112,112,1.0,112,21305.0,62.75,8.28,0.0
1061,TEX,True,107,107,1.0,107,19864.0,59.75,13.66,0.0
1062,TEX,True,120,120,1.0,120,27031.25,72.25,10.66,0.0
1063,TEX,True,99,99,1.0,99,22062.75,60.75,10.74,0.0
1064,TEX,True,112,112,1.0,112,30367.25,78.5,6.3,0.0
1065,TEX,True,151,151,1.0,151,25120.5,79.5,12.88,0.0
1066,TEX,True,102,102,1.0,102,30975.75,88.0,7.32,0.0
1067,TEX,True,119,119,1.0,119,24150.75,70.5,6.81,0.0
1068,TEX,True,116,116,1.0,116,13099.5,60.0,16.17,0.0
1069,TEX,True,135,135,1.0,135,15712.0,73.25,14.48,0.0
1070,TEX,True,143,143,1.0,143,20515.75,90.75,15.52,0.0
1071,TEX,True,132,132,1.0,132,19030.0,67.25,4.82,0.0
1072,TEX,True,166,166,1.0,166,22250.25,79.25,16.97,0.0
1073,TEX,True,112,112,1.0,112,15290.5,61.0,7.65,0.0
1074,TEX,True,117,117,1.0,117,23659.75,63.5,7.39,0.0
1075,TEX,True,111,111,1.0,111,28796.25,75.25,5.31,0.0
1076,TEX,True,78,78,1.0,78,18229.75,48.0,4.73,0.0
1077,TEX,True,98,98,1.0,98,27311.75,57.0,4.99,0.0
1078,TEX,True,76,76,1.0,76,29938.5,59.5,0.8,0.0
1079,TEX,True,102,102,1.0,102,21170.0,45.0,3.58,0.0
0,CAL,True,115,115,1.0,115,14813.0,59.25,20.95,0.0
1,CAL,True,134,134,1.0,134,18956.25,72.0,18.35,0.0
2,CAL,True,116,116,1.0,116,18788.5,71.75,10.89,0.0
3,CAL,True,100,100,1.0,100,13532.0,53.0,16.59,0.0
4,CAL,True,74,74,1.0,74,18717.75,56.75,0.67,0.0
5,CAL,True,120,120,1.0,120,14504.5,56.0,13.95,0.0
6,CAL,True,130,130,1.0,130,20563.5,77.75,10.55,0.0
7,CAL,True,151,151,1.0,151,19568.5,74.5,12.55,0.0
8,CAL,True,124,124,1.0,124,16105.25,63.25,12.22,0.0
9,CAL,True,110,110,1.0,110,15490.5,67.0,10.28,0.0
10,CAL,True,132,132,1.0,132,18768.0,77.25,12.34,0.0
11,CAL,True,123,123,1.0,123,23385.5,92.25,5.56,0.0
12,CAL,True,139,139,1.0,139,19612.25,74.75,10.91,0.0
13,CAL,True,127,127,1.0,127,24496.0,89.5,5.26,0.0
14,CAL,True,112,112,1.0,112,20072.75,77.0,8.31,0.0
15,CAL,True,136,136,1.0,136,17219.0,74.25,15.26,0.0
16,CAL,True,104,104,1.0,104,14691.5,63.5,13.37,0.0
17,CAL,True,152,152,1.0,152,21051.75,86.5,15.61,0.0
18,CAL,True,139,139,1.0,139,15122.5,71.5,15.7,0.0
19,CAL,True,132,132,1.0,132,11108.0,58.25,23.13,0.0
20,CAL,True,115,115,1.0,115,18493.25,84.25,13.4,0.0
21,CAL,True,111,111,1.0,111,15542.75,61.75,13.34,0.0
22,CAL,True,113,113,1.0,113,15751.25,61.75,16.13,0.0
23,CAL,True,95,95,1.0,95,20690.0,76.75,5.73,0.0
24,CAL,True,117,117,1.0,117,15907.25,66.25,23.42,0.0
25,CAL,True,109,109,1.0,109,15514.5,65.0,15.9,0.0
26,CAL,True,116,116,1.0,116,13376.75,58.5,15.0,0.0
27,CAL,True,110,110,1.0,110,10514.0,50.25,21.43,0.0
28,CAL,True,144,144,1.0,144,22324.0,87.25,12.63,0.0
29,CAL,True,103,103,1.0,103,13898.5,61.5,11.45,0.0
30,CAL,True,104,104,1.0,104,13356.75,59.25,21.23,0.0
31,CAL,True,104,104,1.0,104,18694.5,76.25,7.46,0.0
32,CAL,True,136,136,1.0,136,17230.25,69.25,12.74,0.0
33,CAL,True,117,117,1.0,117,20002.25,73.75,11.01,0.0
34,CAL,True,107,107,1.0,107,12796.5,52.0,15.27,0.0
35,CAL,True,150,150,1.0,150,19480.25,71.5,14.38,0.0
36,CAL,True,101,101,1.0,101,12970.75,53.0,11.63,0.0
37,CAL,True,106,106,1.0,106,14380.0,57.75,14.1,0.0
38,CAL,True,109,109,1.0,109,16896.5,65.5,10.8,0.0
39,CAL,True,99,99,1.0,99,17408.0,71.5,6.99,0.0
40,CAL,True,146,146,1.0,146,23180.75,88.25,6.23,0.0
41,CAL,True,112,112,1.0,112,16192.25,67.75,13.17,0.0
42,CAL,True,160,160,1.0,160,28070.0,88.75,3.63,0.0
43,CAL,True,103,103,1.0,103,16259.25,58.0,4.61,0.0
44,CAL,True,103,103,1.0,103,23473.75,79.5,2.43,0.0
45,CAL,True,121,121,1.0,121,17834.0,62.25,11.52,0.0
46,CAL,True,115,115,1.0,115,28863.5,92.5,5.41,0.0
47,CAL,True,127,127,1.0,127,18488.25,64.25,17.9,0.0
48,CAL,True,114,114,1.0,114,14584.25,56.75,15.1,0.0
49,CAL,True,132,132,1.0,132,17899.0,67.0,13.93,0.0
50,CAL,True,125,125,1.0,125,19826.0,73.25,9.98,0.0
51,CAL,True,108,108,1.0,108,19710.5,69.25,9.6,0.0
52,CAL,True,111,111,1.0,111,25607.25,86.0,3.14,0.0
53,CAL,True,161,161,1.0,161,26355.5,87.0,7.04,0.0
54,CAL,True,109,109,1.0,109,19089.0,58.75,7.46,0.0
55,CAL,True,109,109,1.0,109,20652.25,63.0,5.85,0.0
56,CAL,True,149,149,1.0,149,18302.25,55.0,6.29,0.0
57,CAL,True,113,113,1.0,113,15451.0,48.5,7.87,0.0
58,CAL,True,116,116,1.0,116,28057.0,83.25,2.96,0.0
59,CAL,True,106,106,1.0,106,24631.75,73.75,1.7,0.0
60,CAL,True,108,108,1.0,108,19354.0,67.25,6.47,0.0
61,CAL,True,111,111,1.0,111,23456.0,78.75,6.62,0.0
62,CAL,True,95,95,1.0,95,25625.5,82.5,4.9,0.0
63,CAL,True,154,154,1.0,154,32020.0,92.25,1.63,0.0
64,CAL,True,123,123,1.0,123,26850.75,77.5,1.92,0.0
65,CAL,True,117,117,1.0,117,17769.25,51.75,1.35,0.0
66,CAL,True,131,131,1.0,131,20028.75,73.75,6.92,0.0
67,CAL,True,153,153,1.0,153,22677.5,81.25,12.01,0.0
68,CAL,True,110,110,1.0,110,11682.25,48.0,18.68,0.0
69,CAL,True,153,153,1.0,153,21750.5,68.75,6.2,0.0
70,CAL,True,104,104,1.0,104,16507.25,52.75,5.32,0.0
71,CAL,True,108,108,1.0,108,21880.5,68.75,4.7,0.0
72,CAL,True,142,142,1.0,142,20763.75,84.75,11.88,0.0
73,CAL,True,115,115,1.0,115,17711.25,75.75,10.79,0.0
74,CAL,True,124,124,1.0,124,16470.25,71.75,14.3,0.0
75,CAL,True,126,126,1.0,126,27020.0,99.25,5.96,0.0
76,CAL,True,100,100,1.0,100,24325.75,89.5,1.38,0.0
77,CAL,True,128,128,1.0,128,17820.5,71.5,14.05,0.0
78,CAL,True,110,110,1.0,110,12667.25,59.25,32.84,0.0
79,CAL,True,99,99,1.0,99,11530.25,55.5,23.08,0.0
80,CAL,True,116,116,1.0,116,16871.0,72.0,17.43,0.0
81,CAL,True,132,132,1.0,132,17046.25,74.25,20.8,0.0
82,CAL,True,123,123,1.0,123,15095.0,64.75,21.59,0.0
83,CAL,True,124,124,1.0,124,14259.75,66.25,18.94,0.0
84,CAL,True,126,126,1.0,126,18260.75,77.25,11.91,0.0
85,CAL,True,128,128,1.0,128,11596.0,57.0,24.19,0.0
86,CAL,True,119,119,1.0,119,16676.5,72.75,14.8,0.0
87,CAL,True,112,112,1.0,112,11480.0,55.5,24.04,0.0
88,CAL,True,127,127,1.0,127,15669.0,68.25,16.83,0.0
89,CAL,True,134,134,1.0,134,15536.5,67.75,13.62,0.0
90,CAL,True,111,111,1.0,111,15169.75,59.75,12.11,0.0
91,CAL,True,140,140,1.0,140,16333.5,63.0,9.48,0.0
92,CAL,True,150,150,1.0,150,16191.25,62.75,10.12,0.0
93,CAL,True,129,129,1.0,129,23542.25,77.0,2.4,0.0
94,CAL,True,115,115,1.0,115,21795.0,71.5,1.49,0.0
95,CAL,True,113,113,1.0,113,18340.0,61.0,3.49,0.0
96,CAL,True,109,109,1.0,109,14611.75,74.0,19.08,0.0
97,CAL,True,101,101,1.0,101,13359.5,69.25,12.05,0.0
98,CAL,True,85,85,1.0,85,15777.0,67.75,4.08,0.0
99,CAL,True,108,108,1.0,108,9288.5,55.75,26.32,0.0
100,CAL,True,122,122,1.0,122,16480.5,81.75,6.02,0.0
101,CAL,True,150,150,1.0,150,17088.75,81.75,14.0,0.0
102,CAL,True,99,99,1.0,99,14693.75,62.25,13.85,0.0
103,CAL,True,101,101,1.0,101,13566.25,59.25,13.45,0.0
104,CAL,True,147,147,1.0,147,22558.25,88.0,11.76,0.0
105,CAL,True,110,110,1.0,110,17625.0,56.0,5.12,0.0
106,CAL,True,143,143,1.0,143,27723.25,86.25,3.19,0.0
107,CAL,True,108,108,1.0,108,22728.0,70.75,1.01,0.0
108,CAL,True,112,112,1.0,112,16729.0,55.5,5.22,0.0
109,CAL,True,111,111,1.0,111,23042.75,74.0,5.01,0.0
110,CAL,True,131,131,1.0,131,19406.25,64.25,6.23,0.0
111,CAL,True,122,122,1.0,122,15573.75,68.0,11.39,0.0
112,CAL,True,106,106,1.0,106,16377.0,71.0,2.67,0.0
113,CAL,True,94,94,1.0,94,17162.25,71.5,9.11,0.0
114,CAL,True,98,98,1.0,98,12656.0,64.0,1.22,0.0
115,CAL,True,118,118,1.0,118,10532.5,57.75,26.98,0.0
116,CAL,True,105,105,1.0,105,10171.75,56.5,23.2,0.0
117,CAL,True,186,186,1.0,186,18086.75,93.5,29.3,0.0
118,CAL,True,128,128,1.0,128,11025.0,53.5,21.17,0.0
119,CAL,True,135,135,1.0,135,15918.0,70.0,17.2,0.0
120,CAL,True,107,107,1.0,107,12425.5,64.5,22.7,0.0
121,CAL,True,106,106,1.0,106,10182.0,57.0,13.49,0.0
122,CAL,True,100,100,1.0,100,8980.0,52.5,32.3,0.0
123,CAL,True,125,125,1.0,125,14042.75,69.25,26.27,0.0
124,CAL,True,96,96,1.0,96,16590.75,74.25,14.64,0.0
125,CAL,True,111,111,1.0,111,11646.25,63.0,36.53,0.0
126,CAL,True,123,123,1.0,123,16201.0,75.25,15.94,0.0
127,CAL,True,136,136,1.0,136,18631.75,81.75,17.84,0.0
128,CAL,True,123,123,1.0,123,13993.0,67.5,27.38,0.0
129,CAL,True,109,109,1.0,109,23549.5,94.25,4.69,0.0
130,CAL,True,125,125,1.0,125,18550.0,80.5,13.36,0.0
131,CAL,True,119,119,1.0,119,12167.25,61.25,29.4,0.0
132,CAL,True,152,152,1.0,152,20689.5,89.75,13.0,0.0
133,CAL,True,153,153,1.0,153,17763.5,80.0,15.12,0.0
134,CAL,True,104,104,1.0,104,10988.75,57.25,24.91,0.0
135,CAL,True,154,154,1.0,154,16824.75,76.25,15.6,0.0
136,CAL,True,116,116,1.0,116,13698.0,66.75,19.76,0.0
137,CAL,True,121,121,1.0,121,12958.25,64.0,20.84,0.0
138,CAL,True,110,110,1.0,110,22887.0,89.25,7.12,0.0
139,CAL,True,129,129,1.0,129,20280.5,81.75,17.24,0.0
140,CAL,True,111,111,1.0,111,17080.75,72.0,13.66,0.0
141,CAL,True,113,113,1.0,113,13969.5,62.75,22.69,0.0
142,CAL,True,112,112,1.0,112,18574.0,77.25,10.93,0.0
143,CAL,True,146,146,1.0,146,18693.75,77.25,12.37,0.0
144,CAL,True,117,117,1.0,117,7924.0,49.5,36.82,0.0
145,CAL,True,122,122,1.0,122,12095.5,65.5,18.0,0.0
146,CAL,True,107,107,1.0,107,14321.5,73.0,20.39,0.0
147,CAL,True,175,175,1.0,175,18351.75,79.0,9.74,0.0
148,CAL,True,102,102,1.0,102,10450.5,55.0,18.14,0.0
149,CAL,True,128,128,1.0,128,15420.5,71.75,16.16,0.0
150,CAL,True,112,112,1.0,112,12002.0,48.5,16.17,0.0
151,CAL,True,110,110,1.0,110,15213.0,59.25,11.43,0.0
152,CAL,True,121,121,1.0,121,19171.5,71.5,7.45,0.0
153,CAL,True,116,116,1.0,116,23470.0,103.25,4.11,0.0
154,CAL,True,83,83,1.0,83,16471.0,68.25,12.76,0.0
155,CAL,True,123,123,1.0,123,17561.5,84.25,13.45,0.0
156,CAL,True,117,117,1.0,117,11652.5,65.25,21.76,0.0
157,CAL,True,147,147,1.0,147,17195.0,81.25,9.98,0.0
158,CAL,True,100,100,1.0,100,12626.5,69.5,10.88,0.0
159,CAL,True,115,115,1.0,115,18206.25,83.75,4.8,0.0
160,CAL,True,114,114,1.0,114,14010.0,70.5,13.8,0.0
161,CAL,True,112,112,1.0,112,15593.75,75.5,11.45,0.0
162,CAL,True,120,120,1.0,120,8435.0,55.0,25.67,0.0
163,CAL,True,115,115,1.0,115,8976.5,57.5,34.95,0.0
164,CAL,True,115,115,1.0,115,10441.5,63.25,19.8,0.0
165,CAL,True,108,108,1.0,108,6483.75,50.5,34.92,0.0
166,CAL,True,110,110,1.0,110,9556.75,65.25,22.69,0.0
167,CAL,True,155,155,1.0,155,13236.5,82.25,13.14,0.0
168,CAL,True,124,124,1.0,124,14496.25,75.25,5.11,0.0
169,CAL,True,110,110,1.0,110,13048.75,70.75,6.38,0.0
170,CAL,True,113,113,1.0,113,10922.5,60.5,12.2,0.0
171,CAL,True,132,132,1.0,132,13518.5,84.5,10.87,0.0
172,CAL,True,108,108,1.0,108,9710.25,68.0,14.4,0.0
173,CAL,True,134,134,1.0,134,8950.0,60.0,19.55,0.0
174,CAL,True,104,104,1.0,104,8224.5,59.25,21.04,0.0
175,CAL,True,115,115,1.0,115,7447.5,56.5,37.2,0.0
176,CAL,True,114,114,1.0,114,11365.75,72.5,24.94,0.0
177,CAL,True,113,113,1.0,113,7338.25,59.0,26.42,0.0
178,CAL,True,116,116,1.0,116,9696.5,69.5,28.95,0.0
179,CAL,True,124,124,1.0,124,9835.75,69.75,18.93,0.0
180,CAL,True,110,110,1.0,110,12098.5,76.0,15.9,0.0
181,CAL,True,147,147,1.0,147,12386.25,76.75,19.93,0.0
182,CAL,True,102,102,1.0,102,10592.5,69.0,14.66,0.0
183,CAL,True,121,121,1.0,121,6959.0,55.5,39.97,0.0
184,CAL,True,99,99,1.0,99,12112.0,76.75,4.72,0.0
185,CAL,True,111,111,1.0,111,7103.0,53.25,14.43,0.0
186,CAL,True,89,89,1.0,89,8101.0,54.0,10.48,0.0
187,CAL,True,112,112,1.0,112,13238.0,84.75,12.0,0.0
188,CAL,True,123,123,1.0,123,13890.0,87.75,2.91,0.0
189,CAL,True,108,108,1.0,108,8829.5,56.0,19.35,0.0
190,CAL,True,128,128,1.0,128,14236.75,78.5,14.48,0.0
191,CAL,True,120,120,1.0,120,9330.25,57.5,15.64,0.0
192,CAL,True,122,122,1.0,122,18214.75,88.25,4.63,0.0
193,CAL,True,113,113,1.0,113,10715.5,61.25,22.7,0.0
194,CAL,True,111,111,1.0,111,12215.75,67.0,16.17,0.0
