SlackCoeff,CarbonSavings(%),EnergySavings(%),UtilizationRatio
1.0,16.814777777777778,6.14262037037037,48.1
1.5,8.253851851851852,9.307185185185185,40.78
2.0,16.179277777777777,11.349842592592593,36.77
