Instance,IsCarbonAware,MaxMakeSpan,MinMakeSpan,SlackCoeff,Makespan,CarbonConsumption(g),EnergyConsumption(kWh),CarbonSavings(%),EnergySavings(%),Group
377,True,202,101,2.0,202,27882.25,292.25,48.75,2.99,Carbon-Aware
378,True,105,105,1.0,105,42232.0,258.25,17.12,-1.47,Carbon-Aware
378,True,158,105,1.5,158,26553.75,254.0,47.89,0.2,Carbon-Aware
378,True,210,105,2.0,210,20265.25,260.5,60.23,-2.36,Carbon-Aware
379,True,111,111,1.0,111,56063.5,351.0,12.12,1.89,Carbon-Aware
379,True,167,111,1.5,167,41203.5,344.25,35.41,3.77,Carbon-Aware
379,True,222,111,2.0,220,35532.75,344.25,44.3,3.77,Carbon-Aware
380,True,119,119,1.0,119,45181.0,298.0,13.59,1.73,Carbon-Aware
380,True,179,119,1.5,179,36094.75,292.0,30.97,3.71,Carbon-Aware
380,True,238,119,2.0,238,29381.75,294.25,43.81,2.97,Carbon-Aware
381,True,85,85,1.0,85,33779.5,196.75,3.65,0.63,Carbon-Aware
381,True,128,85,1.5,120,21407.0,193.25,38.94,2.4,Carbon-Aware
381,True,170,85,2.0,170,21979.5,191.75,37.31,3.16,Carbon-Aware
382,True,101,101,1.0,101,42431.5,293.0,13.9,1.1,Carbon-Aware
382,True,152,101,1.5,152,30174.0,281.0,38.77,5.15,Carbon-Aware
382,True,202,101,2.0,202,27998.75,284.5,43.18,3.97,Carbon-Aware
383,True,121,121,1.0,121,34016.0,292.25,20.72,0.51,Carbon-Aware
383,True,182,121,1.5,172,33301.25,285.25,22.39,2.89,Carbon-Aware
383,True,242,121,2.0,216,28159.25,296.25,34.37,-0.85,Carbon-Aware
384,True,124,124,1.0,124,41426.0,284.0,28.02,6.19,Carbon-Aware
384,True,186,124,1.5,157,40991.0,289.5,28.78,4.38,Carbon-Aware
384,True,248,124,2.0,227,32690.5,287.0,43.2,5.2,Carbon-Aware
385,True,104,104,1.0,104,39989.5,230.5,13.01,0.75,Carbon-Aware
385,True,156,104,1.5,156,29623.5,227.5,35.56,2.05,Carbon-Aware
385,True,208,104,2.0,208,25911.0,231.25,43.64,0.43,Carbon-Aware
386,True,101,101,1.0,101,35780.25,206.5,22.65,4.29,Carbon-Aware
386,True,152,101,1.5,152,24762.0,210.25,46.47,2.55,Carbon-Aware
386,True,202,101,2.0,202,24304.25,208.5,47.46,3.36,Carbon-Aware
387,True,102,102,1.0,102,77984.75,304.75,9.76,2.48,Carbon-Aware
387,True,153,102,1.5,148,51604.0,300.25,40.29,3.92,Carbon-Aware
387,True,204,102,2.0,204,47484.75,298.25,45.05,4.56,Carbon-Aware
388,True,109,109,1.0,109,49846.25,269.5,23.86,-0.09,Carbon-Aware
388,True,164,109,1.5,151,41361.25,264.75,36.82,1.67,Carbon-Aware
388,True,218,109,2.0,218,31170.0,271.0,52.39,-0.65,Carbon-Aware
389,True,97,97,1.0,97,70133.5,279.75,9.21,1.84,Carbon-Aware
389,True,146,97,1.5,146,45400.25,275.25,41.23,3.42,Carbon-Aware
389,True,194,97,2.0,194,44966.5,274.0,41.79,3.86,Carbon-Aware
390,True,112,112,1.0,112,67166.25,252.0,17.73,3.63,Carbon-Aware
390,True,168,112,1.5,156,51455.75,251.0,36.97,4.02,Carbon-Aware
390,True,224,112,2.0,224,31980.75,250.0,60.83,4.4,Carbon-Aware
391,True,105,105,1.0,105,69829.75,245.0,12.14,3.73,Carbon-Aware
391,True,158,105,1.5,152,45180.75,236.25,43.15,7.17,Carbon-Aware
391,True,210,105,2.0,210,31227.25,245.5,60.71,3.54,Carbon-Aware
392,True,111,111,1.0,111,103802.0,358.25,15.47,0.21,Carbon-Aware
392,True,167,111,1.5,167,82591.25,352.0,32.75,1.95,Carbon-Aware
392,True,222,111,2.0,220,57941.5,364.5,52.82,-1.53,Carbon-Aware
393,True,114,114,1.0,114,93862.75,262.75,3.44,0.66,Carbon-Aware
393,True,171,114,1.5,171,66184.75,253.5,31.92,4.16,Carbon-Aware
393,True,228,114,2.0,228,38437.0,259.5,60.46,1.89,Carbon-Aware
394,True,114,114,1.0,114,108326.0,322.5,8.92,0.85,Carbon-Aware
394,True,171,114,1.5,171,79851.5,314.25,32.86,3.38,Carbon-Aware
394,True,228,114,2.0,222,49392.5,315.75,58.47,2.92,Carbon-Aware
395,True,91,91,1.0,91,133523.0,302.25,4.9,2.03,Carbon-Aware
395,True,137,91,1.5,137,64372.5,296.25,54.15,3.97,Carbon-Aware
395,True,182,91,2.0,182,65889.0,294.0,53.07,4.7,Carbon-Aware
396,True,92,92,1.0,92,124155.75,306.5,8.85,3.08,Carbon-Aware
396,True,138,92,1.5,138,60682.5,297.25,55.45,6.01,Carbon-Aware
396,True,184,92,2.0,184,65007.75,299.75,52.27,5.22,Carbon-Aware
397,True,94,94,1.0,94,149790.25,369.25,8.74,0.81,Carbon-Aware
397,True,141,94,1.5,141,86609.0,356.75,47.23,4.16,Carbon-Aware
397,True,188,94,2.0,188,82379.25,353.25,49.81,5.1,Carbon-Aware
398,True,102,102,1.0,102,102782.5,291.0,14.32,4.28,Carbon-Aware
398,True,153,102,1.5,153,59568.5,287.25,50.34,5.51,Carbon-Aware
398,True,204,102,2.0,204,53060.75,292.0,55.77,3.95,Carbon-Aware
399,True,102,102,1.0,102,90515.25,256.5,5.1,3.39,Carbon-Aware
399,True,153,102,1.5,153,64157.25,249.75,32.74,5.93,Carbon-Aware
399,True,204,102,2.0,204,55920.0,252.0,41.37,5.08,Carbon-Aware
400,True,77,77,1.0,77,87278.25,240.25,8.65,0.1,Carbon-Aware
400,True,116,77,1.5,116,55786.25,232.5,41.61,3.33,Carbon-Aware
400,True,154,77,2.0,154,50494.25,229.75,47.15,4.47,Carbon-Aware
401,True,122,122,1.0,122,116626.0,381.0,6.67,1.68,Carbon-Aware
401,True,183,122,1.5,183,110497.75,372.5,11.57,3.87,Carbon-Aware
401,True,244,122,2.0,244,91618.75,371.25,26.68,4.19,Carbon-Aware
402,True,103,103,1.0,103,116120.75,304.25,10.98,6.67,Carbon-Aware
402,True,155,103,1.5,155,81376.75,303.0,37.62,7.06,Carbon-Aware
402,True,206,103,2.0,206,64508.75,307.75,50.55,5.6,Carbon-Aware
403,True,110,110,1.0,110,89341.25,285.75,13.62,1.3,Carbon-Aware
403,True,165,110,1.5,165,70207.5,279.0,32.12,3.63,Carbon-Aware
403,True,220,110,2.0,220,52722.5,281.25,49.03,2.85,Carbon-Aware
404,True,99,99,1.0,99,106018.25,273.25,14.51,8.54,Carbon-Aware
404,True,149,99,1.5,149,75309.25,275.0,39.28,7.95,Carbon-Aware
404,True,198,99,2.0,198,64093.5,267.0,48.32,10.63,Carbon-Aware
405,True,117,117,1.0,117,101364.0,382.75,7.3,-0.79,Carbon-Aware
405,True,176,117,1.5,173,93215.25,368.75,14.76,2.9,Carbon-Aware
405,True,234,117,2.0,234,61035.25,379.25,44.18,0.13,Carbon-Aware
406,True,110,110,1.0,110,65822.5,258.25,13.02,1.99,Carbon-Aware
406,True,165,110,1.5,164,55558.5,255.25,26.58,3.13,Carbon-Aware
406,True,220,110,2.0,220,36559.25,260.0,51.69,1.33,Carbon-Aware
407,True,78,78,1.0,78,88114.25,273.5,9.59,3.44,Carbon-Aware
407,True,117,78,1.5,117,61036.25,270.25,37.37,4.59,Carbon-Aware
407,True,156,78,2.0,156,57104.5,265.75,41.41,6.18,Carbon-Aware
408,True,106,106,1.0,106,45377.25,204.75,20.65,3.76,Carbon-Aware
408,True,159,106,1.5,159,23318.5,208.0,59.22,2.23,Carbon-Aware
408,True,212,106,2.0,212,10286.0,213.25,82.01,-0.24,Carbon-Aware
409,True,112,112,1.0,112,69878.75,313.75,23.19,-0.56,Carbon-Aware
409,True,168,112,1.5,168,35019.25,308.25,61.51,1.2,Carbon-Aware
409,True,224,112,2.0,212,19016.5,316.25,79.1,-1.36,Carbon-Aware
410,True,110,110,1.0,110,61434.75,242.75,6.62,0.0,Carbon-Aware
410,True,165,110,1.5,165,27403.5,245.75,58.35,-1.24,Carbon-Aware
410,True,220,110,2.0,216,13473.5,245.5,79.52,-1.13,Carbon-Aware
411,True,111,111,1.0,111,25239.75,366.5,15.7,-0.76,Carbon-Aware
411,True,167,111,1.5,159,25108.25,358.5,16.14,1.44,Carbon-Aware
411,True,222,111,2.0,220,24058.0,359.75,19.65,1.1,Carbon-Aware
412,True,78,78,1.0,78,23003.75,229.75,13.91,1.39,Carbon-Aware
412,True,117,78,1.5,117,11488.25,230.5,57.01,1.07,Carbon-Aware
412,True,156,78,2.0,120,11462.5,229.0,57.1,1.72,Carbon-Aware
413,True,106,106,1.0,106,13345.75,240.75,47.42,0.0,Carbon-Aware
413,True,159,106,1.5,152,13990.5,243.0,44.88,-0.93,Carbon-Aware
413,True,212,106,2.0,117,12392.5,242.5,51.17,-0.73,Carbon-Aware
414,True,100,100,1.0,100,52954.0,223.75,14.51,6.58,Carbon-Aware
414,True,150,100,1.5,149,37946.5,221.25,38.74,7.62,Carbon-Aware
414,True,200,100,2.0,200,38704.5,223.25,37.52,6.78,Carbon-Aware
415,True,105,105,1.0,105,58264.25,282.5,6.39,2.25,Carbon-Aware
415,True,158,105,1.5,154,43749.0,281.75,29.71,2.51,Carbon-Aware
415,True,210,105,2.0,210,36185.25,286.0,41.87,1.04,Carbon-Aware
416,True,110,110,1.0,110,64531.0,267.75,15.1,7.11,Carbon-Aware
416,True,165,110,1.5,165,53752.0,265.0,29.28,8.07,Carbon-Aware
416,True,220,110,2.0,220,42456.75,272.0,44.14,5.64,Carbon-Aware
417,True,111,111,1.0,111,114219.75,429.0,9.63,1.04,Carbon-Aware
417,True,167,111,1.5,167,93026.0,423.75,26.4,2.25,Carbon-Aware
417,True,222,111,2.0,222,89062.0,416.0,29.54,4.04,Carbon-Aware
418,True,107,107,1.0,107,76679.5,281.25,12.07,0.97,Carbon-Aware
418,True,161,107,1.5,161,50856.0,276.5,41.68,2.64,Carbon-Aware
418,True,214,107,2.0,214,49496.5,271.5,43.24,4.4,Carbon-Aware
419,True,101,101,1.0,101,70656.0,262.75,15.74,0.19,Carbon-Aware
419,True,152,101,1.5,152,46882.75,252.75,44.09,3.99,Carbon-Aware
419,True,202,101,2.0,202,45372.0,255.0,45.9,3.13,Carbon-Aware
420,True,103,103,1.0,103,56102.25,232.5,13.78,4.52,Carbon-Aware
420,True,155,103,1.5,155,52953.0,220.5,18.62,9.45,Carbon-Aware
420,True,206,103,2.0,206,45784.5,218.75,29.64,10.16,Carbon-Aware
421,True,86,86,1.0,86,52695.5,229.5,12.12,2.55,Carbon-Aware
421,True,129,86,1.5,128,47498.25,218.25,20.78,7.32,Carbon-Aware
421,True,172,86,2.0,156,47316.0,220.25,21.09,6.48,Carbon-Aware
422,True,84,84,1.0,84,74037.5,302.75,2.0,0.57,Carbon-Aware
422,True,126,84,1.5,124,68377.25,295.5,9.49,2.96,Carbon-Aware
422,True,168,84,2.0,164,66069.5,286.5,12.55,5.91,Carbon-Aware
423,True,126,126,1.0,126,73519.25,299.75,14.32,1.32,Carbon-Aware
423,True,189,126,1.5,189,72713.75,290.75,15.26,4.28,Carbon-Aware
423,True,252,126,2.0,252,71306.75,284.25,16.9,6.42,Carbon-Aware
424,True,100,100,1.0,100,93509.75,300.75,13.12,4.22,Carbon-Aware
424,True,150,100,1.5,150,71490.25,292.5,33.58,6.85,Carbon-Aware
424,True,200,100,2.0,200,71100.0,297.25,33.94,5.33,Carbon-Aware
425,True,101,101,1.0,101,75319.5,248.75,17.51,2.64,Carbon-Aware
425,True,152,101,1.5,152,56056.5,238.25,38.61,6.75,Carbon-Aware
425,True,202,101,2.0,202,56524.75,239.25,38.09,6.36,Carbon-Aware
426,True,75,75,1.0,75,77325.5,272.75,11.1,2.06,Carbon-Aware
426,True,113,75,1.5,113,70573.25,268.25,18.86,3.68,Carbon-Aware
426,True,150,75,2.0,150,67948.5,258.75,21.88,7.09,Carbon-Aware
427,True,113,113,1.0,113,108424.5,367.5,7.8,1.67,Carbon-Aware
427,True,170,113,1.5,170,98022.75,351.5,16.64,5.95,Carbon-Aware
427,True,226,113,2.0,226,91981.75,348.75,21.78,6.69,Carbon-Aware
428,True,93,93,1.0,93,93183.25,316.5,15.05,6.15,Carbon-Aware
428,True,140,93,1.5,140,83070.75,313.0,24.26,7.19,Carbon-Aware
428,True,186,93,2.0,186,81648.25,303.5,25.56,10.01,Carbon-Aware
429,True,101,101,1.0,101,69587.0,226.5,5.17,2.05,Carbon-Aware
429,True,152,101,1.5,152,63392.0,219.0,13.61,5.3,Carbon-Aware
429,True,202,101,2.0,202,53797.75,216.25,26.69,6.49,Carbon-Aware
430,True,68,68,1.0,68,83448.25,253.5,2.13,2.41,Carbon-Aware
430,True,102,68,1.5,102,75481.25,247.5,11.47,4.72,Carbon-Aware
430,True,136,68,2.0,125,68356.25,249.25,19.83,4.04,Carbon-Aware
431,True,155,103,1.5,155,89218.0,303.25,10.15,2.18,Carbon-Aware
431,True,206,103,2.0,206,74158.0,294.5,25.31,5.0,Carbon-Aware
432,True,99,99,1.0,99,80940.0,242.75,12.24,3.77,Carbon-Aware
432,True,149,99,1.5,149,55504.0,239.5,39.82,5.05,Carbon-Aware
432,True,198,99,2.0,198,51108.25,240.0,44.59,4.86,Carbon-Aware
433,True,105,105,1.0,105,87032.5,274.25,6.12,1.7,Carbon-Aware
433,True,158,105,1.5,156,64164.25,266.25,30.79,4.57,Carbon-Aware
433,True,210,105,2.0,210,44917.0,270.0,51.55,3.23,Carbon-Aware
434,True,96,96,1.0,96,137279.75,361.25,1.6,1.77,Carbon-Aware
434,True,144,96,1.5,144,99295.0,352.25,28.83,4.21,Carbon-Aware
434,True,192,96,2.0,192,95683.5,345.0,31.42,6.19,Carbon-Aware
435,True,84,84,1.0,84,116603.25,322.0,10.58,3.23,Carbon-Aware
435,True,126,84,1.5,126,61037.25,314.25,53.19,5.56,Carbon-Aware
435,True,168,84,2.0,159,62268.25,309.5,52.25,6.99,Carbon-Aware
436,True,104,104,1.0,104,132997.5,365.5,8.57,1.55,Carbon-Aware
436,True,156,104,1.5,151,94132.75,356.5,35.29,3.97,Carbon-Aware
436,True,208,104,2.0,208,72942.5,357.5,49.86,3.7,Carbon-Aware
437,True,118,118,1.0,118,71140.0,273.5,14.9,1.62,Carbon-Aware
437,True,177,118,1.5,175,64551.25,268.0,22.78,3.6,Carbon-Aware
437,True,236,118,2.0,236,45073.5,272.75,46.08,1.89,Carbon-Aware
438,True,101,101,1.0,101,94763.25,254.25,11.55,0.0,Carbon-Aware
438,True,152,101,1.5,152,51364.75,246.75,52.06,2.95,Carbon-Aware
438,True,202,101,2.0,202,40015.5,248.0,62.65,2.46,Carbon-Aware
439,True,98,98,1.0,98,118503.0,312.5,17.99,4.87,Carbon-Aware
439,True,147,98,1.5,147,75309.25,310.5,47.88,5.48,Carbon-Aware
439,True,196,98,2.0,196,69751.0,309.75,51.73,5.71,Carbon-Aware
440,True,102,102,1.0,102,132925.25,365.25,13.11,1.62,Carbon-Aware
440,True,153,102,1.5,153,99173.75,364.25,35.17,1.89,Carbon-Aware
440,True,204,102,2.0,204,76458.25,360.25,50.02,2.96,Carbon-Aware
441,True,94,94,1.0,94,98311.5,279.75,12.6,5.65,Carbon-Aware
441,True,141,94,1.5,141,55771.75,276.75,50.42,6.66,Carbon-Aware
441,True,188,94,2.0,188,16998.0,284.0,84.89,4.22,Carbon-Aware
442,True,111,111,1.0,111,94576.75,318.75,15.77,2.3,Carbon-Aware
442,True,167,111,1.5,167,41214.0,317.75,63.3,2.61,Carbon-Aware
442,True,222,111,2.0,220,12388.25,325.75,88.97,0.15,Carbon-Aware
443,True,106,106,1.0,106,108449.0,306.75,10.54,-0.08,Carbon-Aware
443,True,159,106,1.5,159,49268.25,298.25,59.36,2.69,Carbon-Aware
443,True,212,106,2.0,212,12085.5,307.5,90.03,-0.33,Carbon-Aware
444,True,123,123,1.0,123,10788.0,287.25,58.02,-0.35,Carbon-Aware
444,True,185,123,1.5,185,8970.0,286.75,65.09,-0.17,Carbon-Aware
444,True,246,123,2.0,246,8654.75,265.5,66.32,7.25,Carbon-Aware
445,True,110,110,1.0,110,10939.25,278.25,62.88,2.37,Carbon-Aware
445,True,165,110,1.5,165,8743.0,269.25,70.33,5.53,Carbon-Aware
445,True,220,110,2.0,220,8521.75,267.5,71.08,6.14,Carbon-Aware
446,True,104,104,1.0,104,13360.25,282.75,57.5,2.58,Carbon-Aware
446,True,156,104,1.5,156,9399.5,287.5,70.1,0.95,Carbon-Aware
446,True,208,104,2.0,208,8674.5,280.75,72.4,3.27,Carbon-Aware
447,True,111,111,1.0,111,12754.5,359.5,18.67,0.62,Carbon-Aware
447,True,167,111,1.5,164,11032.5,359.5,29.65,0.62,Carbon-Aware
447,True,222,111,2.0,200,11258.5,336.5,28.21,6.98,Carbon-Aware
448,True,107,107,1.0,107,9628.0,243.75,10.17,1.32,Carbon-Aware
448,True,161,107,1.5,161,7485.0,238.75,30.16,3.34,Carbon-Aware
448,True,214,107,2.0,200,7346.0,222.0,31.46,10.12,Carbon-Aware
449,True,113,113,1.0,113,10298.75,280.25,11.84,-1.72,Carbon-Aware
449,True,170,113,1.5,170,8292.5,263.5,29.02,4.36,Carbon-Aware
449,True,226,113,2.0,181,8410.75,258.25,28.01,6.26,Carbon-Aware
450,True,106,106,1.0,106,10192.75,263.75,5.32,1.95,Carbon-Aware
450,True,159,106,1.5,107,10348.25,260.5,3.88,3.16,Carbon-Aware
450,True,212,106,2.0,118,10601.0,256.75,1.53,4.55,Carbon-Aware
451,True,96,96,1.0,96,7721.25,217.0,12.05,3.02,Carbon-Aware
451,True,144,96,1.5,116,7319.75,208.5,16.62,6.82,Carbon-Aware
451,True,192,96,2.0,103,7250.5,216.0,17.41,3.46,Carbon-Aware
452,True,63,63,1.0,63,8864.75,259.25,4.31,1.89,Carbon-Aware
452,True,95,63,1.5,86,8119.0,249.75,12.36,5.49,Carbon-Aware
452,True,126,63,2.0,85,8210.0,256.5,11.37,2.93,Carbon-Aware
453,True,105,105,1.0,105,77993.5,241.75,16.43,1.73,Carbon-Aware
453,True,158,105,1.5,158,48619.0,242.25,47.9,1.52,Carbon-Aware
453,True,210,105,2.0,210,36631.0,246.5,60.75,-0.2,Carbon-Aware
454,True,95,95,1.0,95,85433.25,258.5,20.2,2.73,Carbon-Aware
454,True,143,95,1.5,143,48537.25,252.0,54.66,5.17,Carbon-Aware
454,True,190,95,2.0,190,48320.25,250.25,54.87,5.83,Carbon-Aware
455,True,120,120,1.0,120,102184.75,311.5,7.35,2.81,Carbon-Aware
455,True,180,120,1.5,180,84368.75,310.25,23.51,3.2,Carbon-Aware
455,True,240,120,2.0,224,58486.25,308.75,46.97,3.67,Carbon-Aware
456,True,88,88,1.0,88,83023.5,240.0,9.35,3.71,Carbon-Aware
456,True,132,88,1.5,128,46544.25,235.25,49.18,5.62,Carbon-Aware
456,True,176,88,2.0,176,45592.75,232.25,50.22,6.82,Carbon-Aware
457,True,95,95,1.0,95,92858.0,274.75,7.08,2.4,Carbon-Aware
457,True,143,95,1.5,142,55075.75,266.75,44.89,5.24,Carbon-Aware
457,True,190,95,2.0,190,54847.75,262.0,45.12,6.93,Carbon-Aware
458,True,89,89,1.0,89,78727.25,250.5,11.55,5.65,Carbon-Aware
458,True,134,89,1.5,133,45764.5,248.75,48.58,6.31,Carbon-Aware
458,True,178,89,2.0,178,45347.5,247.25,49.05,6.87,Carbon-Aware
459,True,101,101,1.0,101,104995.75,279.5,4.49,2.7,Carbon-Aware
459,True,152,101,1.5,152,69550.5,270.75,36.73,5.74,Carbon-Aware
459,True,202,101,2.0,202,64527.25,268.0,41.3,6.7,Carbon-Aware
460,True,83,83,1.0,83,110770.5,295.75,4.76,2.07,Carbon-Aware
460,True,125,83,1.5,125,73126.5,288.75,37.13,4.39,Carbon-Aware
460,True,166,83,2.0,166,65261.0,287.25,43.89,4.88,Carbon-Aware
461,True,105,105,1.0,105,77128.25,274.25,22.69,2.83,Carbon-Aware
461,True,158,105,1.5,158,58856.5,271.25,41.01,3.9,Carbon-Aware
461,True,210,105,2.0,210,54591.25,266.5,45.28,5.58,Carbon-Aware
462,True,100,100,1.0,100,85898.25,285.75,4.16,1.38,Carbon-Aware
462,True,150,100,1.5,134,78939.75,280.5,11.92,3.19,Carbon-Aware
462,True,200,100,2.0,200,74968.25,282.75,16.36,2.42,Carbon-Aware
463,True,105,105,1.0,105,63950.75,223.75,9.16,3.97,Carbon-Aware
463,True,158,105,1.5,158,58609.5,214.0,16.74,8.15,Carbon-Aware
463,True,210,105,2.0,210,50211.5,219.75,28.67,5.69,Carbon-Aware
464,True,97,97,1.0,97,60003.75,194.5,4.01,1.02,Carbon-Aware
464,True,146,97,1.5,140,53414.25,192.25,14.55,2.16,Carbon-Aware
464,True,194,97,2.0,194,53453.25,183.0,14.49,6.87,Carbon-Aware
465,True,105,105,1.0,105,97038.0,244.25,11.69,2.69,Carbon-Aware
465,True,158,105,1.5,158,62161.75,232.75,43.43,7.27,Carbon-Aware
465,True,210,105,2.0,210,57689.5,243.0,47.5,3.19,Carbon-Aware
466,True,98,98,1.0,98,102126.25,235.75,13.22,4.17,Carbon-Aware
466,True,147,98,1.5,147,65837.25,237.0,44.06,3.66,Carbon-Aware
466,True,196,98,2.0,196,63431.5,233.25,46.1,5.18,Carbon-Aware
467,True,109,109,1.0,109,159525.75,366.5,2.37,1.35,Carbon-Aware
467,True,164,109,1.5,164,113480.0,356.25,30.55,4.1,Carbon-Aware
467,True,218,109,2.0,218,96870.0,362.0,40.72,2.56,Carbon-Aware
468,True,105,105,1.0,105,115665.25,317.0,3.49,1.55,Carbon-Aware
468,True,158,105,1.5,154,93939.5,311.25,21.62,3.34,Carbon-Aware
468,True,210,105,2.0,210,84069.5,308.5,29.85,4.19,Carbon-Aware
469,True,90,90,1.0,90,99357.0,281.0,6.57,2.09,Carbon-Aware
469,True,135,90,1.5,135,75841.0,276.0,28.69,3.83,Carbon-Aware
469,True,180,90,2.0,177,74663.75,270.5,29.79,5.75,Carbon-Aware
470,True,96,96,1.0,96,101532.0,259.25,5.2,4.6,Carbon-Aware
470,True,144,96,1.5,144,73922.0,254.5,30.98,6.35,Carbon-Aware
470,True,192,96,2.0,192,73704.75,249.25,31.18,8.28,Carbon-Aware
471,True,115,115,1.0,115,106547.0,301.5,7.75,2.43,Carbon-Aware
471,True,173,115,1.5,173,100598.75,294.5,12.9,4.69,Carbon-Aware
471,True,230,115,2.0,230,89394.5,298.0,22.6,3.56,Carbon-Aware
472,True,108,108,1.0,108,108770.5,301.75,12.12,2.43,Carbon-Aware
472,True,162,108,1.5,146,94309.5,292.5,23.8,5.42,Carbon-Aware
472,True,216,108,2.0,216,85979.5,295.5,30.53,4.45,Carbon-Aware
473,True,106,106,1.0,106,127054.25,329.25,5.76,2.73,Carbon-Aware
473,True,159,106,1.5,158,108857.5,318.5,19.26,5.91,Carbon-Aware
473,True,212,106,2.0,212,100173.25,323.25,25.7,4.51,Carbon-Aware
474,True,103,103,1.0,103,92601.25,222.75,6.96,0.78,Carbon-Aware
474,True,155,103,1.5,155,73999.0,213.75,25.65,4.79,Carbon-Aware
474,True,206,103,2.0,206,61209.0,212.5,38.5,5.35,Carbon-Aware
475,True,106,106,1.0,106,89897.25,224.25,6.98,-2.63,Carbon-Aware
475,True,159,106,1.5,159,74621.25,211.5,22.78,3.2,Carbon-Aware
475,True,212,106,2.0,212,54973.25,218.0,43.11,0.23,Carbon-Aware
476,True,118,118,1.0,118,111562.75,299.5,12.38,1.32,Carbon-Aware
476,True,177,118,1.5,177,108737.25,291.75,14.59,3.87,Carbon-Aware
476,True,236,118,2.0,236,81955.75,293.25,35.63,3.38,Carbon-Aware
477,True,103,103,1.0,103,108508.5,294.75,13.33,2.4,Carbon-Aware
477,True,155,103,1.5,155,86477.5,294.0,30.93,2.65,Carbon-Aware
477,True,206,103,2.0,206,61140.0,291.25,51.17,3.56,Carbon-Aware
478,True,112,112,1.0,112,124236.5,328.0,7.36,3.95,Carbon-Aware
478,True,168,112,1.5,168,105662.0,316.5,21.21,7.32,Carbon-Aware
478,True,224,112,2.0,224,57178.5,323.75,57.36,5.2,Carbon-Aware
479,True,97,97,1.0,97,139850.5,313.0,4.37,3.54,Carbon-Aware
479,True,146,97,1.5,146,101300.75,303.5,30.73,6.47,Carbon-Aware
479,True,194,97,2.0,194,79936.5,305.25,45.34,5.93,Carbon-Aware
480,True,116,116,1.0,116,60390.75,287.75,25.18,2.79,Carbon-Aware
480,True,174,116,1.5,174,14855.5,293.5,81.6,0.84,Carbon-Aware
480,True,232,116,2.0,220,9492.75,295.25,88.24,0.25,Carbon-Aware
481,True,97,97,1.0,97,116208.0,340.0,3.64,1.38,Carbon-Aware
481,True,146,97,1.5,146,40249.5,334.75,66.62,2.9,Carbon-Aware
481,True,194,97,2.0,194,12556.25,340.0,89.59,1.38,Carbon-Aware
482,True,101,101,1.0,101,68905.0,259.5,15.77,3.8,Carbon-Aware
482,True,152,101,1.5,152,19904.0,266.0,75.67,1.39,Carbon-Aware
482,True,202,101,2.0,201,8451.0,271.75,89.67,-0.74,Carbon-Aware
483,True,109,109,1.0,109,10077.5,310.25,4.48,1.19,Carbon-Aware
483,True,164,109,1.5,113,10155.75,313.75,3.74,0.08,Carbon-Aware
483,True,218,109,2.0,112,10058.25,310.0,4.67,1.27,Carbon-Aware
484,True,95,95,1.0,95,8083.5,241.0,31.09,3.6,Carbon-Aware
484,True,143,95,1.5,106,7464.25,242.25,36.37,3.1,Carbon-Aware
484,True,190,95,2.0,108,7595.75,242.0,35.25,3.2,Carbon-Aware
485,True,100,100,1.0,100,9972.25,302.25,22.49,-2.2,Carbon-Aware
485,True,150,100,1.5,115,9796.75,301.25,23.85,-1.86,Carbon-Aware
485,True,200,100,2.0,111,10249.75,302.0,20.33,-2.11,Carbon-Aware
486,True,106,106,1.0,106,30315.5,267.5,17.03,5.56,Carbon-Aware
486,True,159,106,1.5,116,27337.75,269.25,25.18,4.94,Carbon-Aware
486,True,212,106,2.0,118,27206.75,272.5,25.54,3.8,Carbon-Aware
487,True,102,102,1.0,102,41637.5,324.25,13.94,2.63,Carbon-Aware
487,True,153,102,1.5,118,36948.0,330.0,23.63,0.9,Carbon-Aware
487,True,204,102,2.0,123,38138.0,325.75,21.17,2.18,Carbon-Aware
488,True,105,105,1.0,105,35829.5,275.75,15.62,3.92,Carbon-Aware
488,True,158,105,1.5,122,32605.0,270.0,23.22,5.92,Carbon-Aware
488,True,210,105,2.0,116,32101.25,277.25,24.4,3.4,Carbon-Aware
489,True,108,108,1.0,108,95981.0,215.0,6.59,3.59,Carbon-Aware
489,True,162,108,1.5,162,71329.0,208.75,30.59,6.39,Carbon-Aware
489,True,216,108,2.0,216,28172.0,218.75,72.58,1.91,Carbon-Aware
490,True,111,111,1.0,111,112969.5,246.5,3.32,2.47,Carbon-Aware
490,True,167,111,1.5,167,79926.0,241.0,31.6,4.65,Carbon-Aware
490,True,222,111,2.0,220,33674.75,256.25,71.18,-1.38,Carbon-Aware
491,True,103,103,1.0,103,122047.75,284.0,11.3,6.35,Carbon-Aware
491,True,155,103,1.5,155,100594.0,277.25,26.89,8.57,Carbon-Aware
491,True,206,103,2.0,206,47742.25,290.75,65.3,4.12,Carbon-Aware
492,True,105,105,1.0,105,46501.0,263.5,31.5,5.13,Carbon-Aware
492,True,158,105,1.5,158,36040.0,260.0,46.91,6.39,Carbon-Aware
492,True,210,105,2.0,210,33793.75,254.0,50.22,8.55,Carbon-Aware
493,True,103,103,1.0,103,42715.25,244.0,30.76,2.4,Carbon-Aware
493,True,155,103,1.5,155,33913.5,243.0,45.03,2.8,Carbon-Aware
