SlackCoeff,CarbonSavings(%),EnergySavings(%),UtilizationRatio
1.0,24.22951851851852,2.613990740740741,42.33
1.5,23.687055555555556,2.975824074074074,30.73
2.0,28.243675925925924,1.876990740740741,21.87
