SlackCoeff,CarbonSavings(%),EnergySavings(%),UtilizationRatio
1.0,24.846462962962963,2.839990740740741,41.06
1.5,46.046194444444446,2.417583333333333,29.94
2.0,46.01332407407407,1.0086851851851852,20.87
