Instance,IsCarbonAware,SlackCoeff,Homogen_MaxMakeSpan,Heterogen_MaxMakeSpan
983,True,1.0,125,114.0
984,True,1.0,130,112.0
985,True,1.0,100,91.0
986,True,1.0,135,112.0
987,True,1.0,120,112.0
988,True,1.0,84,79.0
989,True,1.0,155,123.0
990,True,1.0,132,110.0
991,True,1.0,92,81.0
992,True,1.0,107,100.0
993,True,1.0,118,103.0
994,True,1.0,123,103.0
995,True,1.0,68,65.0
996,True,1.0,128,110.0
997,True,1.0,113,103.0
998,True,1.0,131,114.0
999,True,1.0,117,101.0
1000,True,1.0,107,99.0
1001,True,1.0,116,101.0
1002,True,1.0,108,106.0
1003,True,1.0,143,120.0
1004,True,1.0,111,103.0
1005,True,1.0,88,87.0
1006,True,1.0,142,119.0
1007,True,1.0,103,95.0
1008,True,1.0,102,93.0
1009,True,1.0,99,94.0
1010,True,1.0,113,103.0
1011,True,1.0,98,94.0
1012,True,1.0,90,86.0
1013,True,1.0,139,107.0
1014,True,1.0,109,103.0
1015,True,1.0,95,94.0
1016,True,1.0,131,112.0
1017,True,1.0,116,106.0
1018,True,1.0,100,95.0
1019,True,1.0,118,108.0
1020,True,1.0,110,100.0
1021,True,1.0,105,102.0
1022,True,1.0,109,92.0
1023,True,1.0,119,112.0
1024,True,1.0,97,86.0
1025,True,1.0,113,107.0
1026,True,1.0,122,113.0
1027,True,1.0,126,110.0
1028,True,1.0,109,99.0
1029,True,1.0,118,107.0
1030,True,1.0,109,102.0
1031,True,1.0,126,116.0
1032,True,1.0,119,109.0
1033,True,1.0,97,92.0
1034,True,1.0,93,78.0
1035,True,1.0,113,104.0
1036,True,1.0,102,87.0
1037,True,1.0,117,107.0
1038,True,1.0,122,105.0
1039,True,1.0,102,100.0
1040,True,1.0,138,116.0
1041,True,1.0,108,77.0
1042,True,1.0,112,101.0
1043,True,1.0,96,93.0
1044,True,1.0,142,117.0
1045,True,1.0,101,96.0
1046,True,1.0,116,109.0
1047,True,1.0,137,118.0
1048,True,1.0,111,106.0
1049,True,1.0,141,119.0
1050,True,1.0,132,113.0
1051,True,1.0,114,99.0
1052,True,1.0,115,104.0
1053,True,1.0,105,97.0
1054,True,1.0,150,123.0
1055,True,1.0,141,118.0
1056,True,1.0,110,106.0
1057,True,1.0,117,92.0
1058,True,1.0,103,98.0
1059,True,1.0,140,113.0
1060,True,1.0,112,105.0
1061,True,1.0,107,100.0
1062,True,1.0,120,108.0
1063,True,1.0,99,93.0
1064,True,1.0,112,90.0
1065,True,1.0,151,113.0
1066,True,1.0,102,93.0
1067,True,1.0,119,106.0
1068,True,1.0,116,105.0
1069,True,1.0,135,110.0
1070,True,1.0,143,119.0
1071,True,1.0,132,111.0
1072,True,1.0,166,124.0
1073,True,1.0,112,102.0
1074,True,1.0,117,98.0
1075,True,1.0,111,90.0
1076,True,1.0,78,74.0
1077,True,1.0,98,96.0
1078,True,1.0,76,69.0
1079,True,1.0,102,90.0
