SlackCoeff,CarbonSavings(%),EnergySavings(%),UtilizationRatio,AvgOptMakeSpan
1.0,11.643884220354808,3.5327357609710552,56.61,103.6
1.5,27.186907407407407,7.716444444444445,47.41,103.6
2.0,32.70984259259259,10.271749999999999,42.12,103.6
